	dmso-het	drug-het
0	7162.207618385294	4460.045176331225
1	3042.60137198691	5943.470580853856
2	4218.677804730438	5077.721253267946
3	11017.34330775394	5635.152341795802
4	5421.210726205733	3255.4910730045276
5	6153.10707642095	3371.311537860987
6	2170.004856821932	4026.0773366954722
7	2324.8290885674573	3476.2935442630405
8	2270.2135237125603	4257.376691844702
9	8715.459002921876	4849.706854343746
10	4848.346739594138	3959.634626502492
11	3029.93722998035	
12	2820.2257750374997	
13	3943.842089901986	
14	3405.723894992328	
15	2108.3712419224785	
