	dmso-het	drug-het
0	7.690476190476191	7.976190476190476
1	5.523809523809524	3.6666666666666665
2	7.023809523809524	7.0
3	6.690476190476191	4.404761904761905
4	5.809523809523809	7.904761904761905
5	4.928571428571429	6.0476190476190474
6	8.857142857142858	4.619047619047619
7	3.857142857142857	9.928571428571429
8	6.785714285714286	8.5
9	7.880952380952381	8.595238095238095
10	4.023809523809524	7.023809523809524
11	5.4523809523809526	
12	7.642857142857143	
13	8.333333333333334	
14	6.976190476190476	
