drug,day0night,day1night,day2night,day1day,day2day,night_avg,day_avg
d27_5uM,0.18717356116069978,0.27090883927577397,-0.37186506,-0.219751369,-0.199016116,0.028739113523843025,-0.209383743
clear,-0.515427443,-0.695767082,-0.306084862,-0.191841374,-0.283727332,-0.505759796,-0.237784353
TCS-1102,-0.255681063,0.6133309151069897,0.3891824601936052,-0.717852232,-0.466962001,0.24894410407168918,-0.592407116
clear,0.9135595697151946,1.1301958703267796,1.1245261762706606,2.0232846417770176,1.7163192908571832,1.0560938721042117,1.8698019663171004
d24,0.4581410315558614,0.30854828339832513,0.2835838202819543,0.45347796236008825,0.3766389184852879,0.3500910450787136,0.4150584404226881
clear,-0.402422949,0.11594396103431558,-0.26727119,0.5339434943204894,0.434578336,-0.184583393,0.48426091514601766
d41,-0.319480655,-0.18105125,0.2505654860470242,-0.185107737,0.042497064968800916,-0.08332214,-0.071305336
d38,0.7392352332269115,0.47191639399379365,0.12300114829254988,1.1561663975475038,1.1363066410073248,0.4447175918377517,1.1462365192774144
d32,0.2892462266310933,0.2015388451009157,-0.099393973,1.2112851050250952,2.1670929314938983,0.13046369958947765,1.6891890182594969
clear,0.044949498442142674,-0.094501044,0.038846789,0.12501748197999946,0.41781890975714675,-0.003568252,0.2714181958685731
clear,-0.240632391,-0.256522866,0.46018456636666477,1.232714417653233,1.2548412709577526,-0.012323563,1.2437778443054928
clear,-0.077435082,0.6198132884742454,0.2708120744046064,-0.244016267,0.29995400909055037,0.2710634270525035,0.027968871041160304
clear,-0.381494603,0.5010371022826444,0.9224574631207666,1.148225704755486,1.6212389645174892,0.347333321,1.3847323346364875
clear,0.12688558404722639,0.16160732708114037,0.1151709850719629,-1.558832339,-0.70437191,0.13455463206677654,-1.131602125
clear,-0.087460918,-0.06630677,0.12570224008502698,0.10392415776114805,0.30324778230950944,-0.009355149,0.20358597003532874
clear,-0.368454457,0.49936080564695384,0.44318435341582907,1.3418406790437345,1.3650221117770143,0.19136356730357906,1.3534313954103743
clear,-1.280342301,-1.387196233,-1.864733852,-0.731784297,-1.05820245,-1.510757462,-0.894993373
clear,2.337823709740798,1.852062139766028,1.1723961523397575,0.927886362,1.2733833056443769,1.7874273339488613,1.100634833782032
clear,1.0286056699966732,1.192160525232162,1.653442713113748,0.9913814105691299,1.226436504301534,1.2914029694475275,1.108908957435332
clear,-0.122298296,0.010806076831734287,-0.389472071,0.39491195593729556,-0.020573319,-0.166988097,0.18716931832279463
clear,-0.398751906,0.31891883011799904,-0.782570184,0.11506145841394633,-0.058930623,-0.287467753,0.028065417
clear,1.6416095863503024,1.7879549549444547,1.3575884866440284,1.8501684295378171,1.713267183669518,1.5957176759795952,1.7817178066036674
clear,-0.010586409,0.18283916737704223,-0.340206662,-0.027177026,-0.259076994,-0.055984635,-0.14312701
clear,0.4966823989137168,0.15631930181810397,0.020399216645155115,0.47726125703106975,0.08779121,0.22446697245899194,0.2825262335615882
clear,0.10658829071485948,0.1854636797369436,0.030933478940266906,0.12997926871960871,0.521527076,0.10766181646402333,0.3257531722658419
clear,0.2621858903351236,0.28532847580773224,0.000578339,0.15876736835776786,0.6585692813916189,0.1826975682913419,0.40866832487469335
clear,0.8946162700088898,0.7749375840467385,0.5941215391823962,1.3774509286283543,1.8352311286847673,0.7545584644126748,1.6063410286565607
clear,0.9837567761077841,0.6808756567878664,0.5974987691656264,0.42632311646744486,0.2801215866232468,0.7540437340204257,0.35322235154534587
clear,0.7359070926931565,0.7717039623564209,0.4606970685520897,1.424552662831897,2.002954346859554,0.6561027078672224,1.7137535048457253
clear,0.19265956339881213,-0.112050877,0.36691401390519635,-1.322447173,-1.051031862,0.14917423352541348,-1.186739518
clear,0.042208575357106065,-0.006222685,-0.110521562,0.049015765,0.010096449980171552,-0.024845224,0.029556107242310607
clear,-0.076771506,0.4917726388671724,-0.136775782,1.4340931022505283,1.186439968,0.092741783,1.3102665353063891
clear,0.2480303024062639,0.4786152906267723,0.020463837,-0.103152172,-0.077952448,0.24903647660133524,-0.09055231
TCS-OX2-29,-0.142202102,-0.080794067,0.08683434,0.34504262760555354,0.4306007343231249,-0.045387276,0.3878216809643392
OR2RA,-0.210226618,0.3032631782238299,0.28494087643678206,-0.339080358,-0.012348225,0.12599247884676942,-0.175714292
d34,0.19908913649522655,0.1955012087175926,0.683443866,-0.487317554,-0.121287744,0.3593447372048417,-0.304302649
d40,0.2703845857501895,0.14012301163638177,0.5524118814253691,0.089918341,0.23122195032622375,0.32097315960398015,0.16057014558904173
d48,0.14588896467700013,0.4605604420172869,0.6032219629371609,-0.268827449,0.2947617404982648,0.4032237898771493,0.012967145672013736
d42,0.1985007100540993,0.40924681554819403,0.5171727759556726,-0.29715734,-0.377478888,0.3749734338526553,-0.337318114
d35,0.2892145589825329,0.2261114106355706,-0.054656001,0.021353479924524944,-0.07215723,0.15355665605386049,-0.025401875
d23,0.1259060811716593,0.5395868891971041,0.18059473724550562,0.34010200163923443,-0.091836699,0.282029236,0.12413265153363488
d29,0.045121192217392504,0.24625637711189569,0.34686485886637786,-0.009209244,-0.035452561,0.212747476,-0.022330903
d14,0.15898497089940103,-0.186016964,-0.141440784,0.2739447985869909,0.5473126505548326,-0.056157592,0.4106287245709117
clear,-0.350371142,0.2389020772550727,0.2808381111446032,-0.260613388,-1.07907504,0.056456349,-0.669844214
d54,-0.00733895,0.1701847020174051,0.037447277,0.022747351439905892,0.071184816,0.066764343,0.046966084
d47,0.5491579151640757,0.6462005977084354,0.6154157439657906,0.13023171533981806,0.1066235301217637,0.6035914189461006,0.11842762273079088
d49,-0.079119151,0.11854430405438521,-0.18332513,0.2070295597415816,-0.044566149,-0.047966659,0.081231705
d52,0.676440563,0.5916080153649258,0.8881632717262488,0.19491325905082818,0.10482477494872705,0.7187372833320422,0.14986901699977762
d53,0.14469838437644506,0.2234175787087126,0.3284208506404918,0.016920330362789705,0.13599939917515186,0.23217893790854982,0.076459865
clear,0.058857793,0.11816836524532826,0.047606674,0.061415949,-0.094327935,0.074877611,-0.016455993
clear,0.070496918,0.2240683624148763,0.2143292199773277,0.097050829,0.14709044357122353,0.16963149996877835,0.1220706362701646
clear,0.2223428520640333,0.048010575,0.20457137796275485,0.015423743543948465,0.084087798,0.1583082684847393,0.049755771
clear,-0.035149536,-0.078589639,0.37337970928691394,-0.266924422,-0.0653759,0.086546845,-0.166150161
clear,0.27836855407834843,0.10646863738786073,-0.000790729,0.395479083,0.24089839505849453,0.12801548738844423,0.31818873902188927
d27,0.3377957867640652,0.8061633163082099,0.4738293694667623,0.36447994028139136,0.9145184618320762,0.5392628241796792,0.6394992010567337
Seltorexant,-0.165509763,0.1954944746234668,0.22898115436966884,-0.23170973,-0.146203448,0.086321955,-0.188956589
TAK-861,-2.105089786,-1.3711589,-0.956532365,-0.863579002,-0.377781296,-1.477593684,-0.620680149
SB-674042,0.5232043120160972,2.2228124515511354,1.197361571843032,0.7064272811087239,0.002974561,1.3144594451367548,0.3547009212395824
clear,0.036799599,0.050174032,0.053981609,0.021735633319942792,-0.001223219,0.04698508,0.010256207
clear,-0.021892622,0.3041624339775339,0.65146493,0.18176745966056038,0.12452253176048436,0.31124491376940955,0.15314499571052237
clear,0.084783417,0.27772569661790697,0.4983430665910102,-0.000517417,-0.126437717,0.28695072687634243,-0.063477567
clear,0.064284857,0.33190483661156484,0.6514910156214241,0.11155346102901985,0.031091346938750878,0.34922690309945975,0.071322404
clear,-0.008167556,-0.149592542,-0.408623893,0.064393799,0.18106720492119655,-0.188794663,0.12273050212592801
