drug,day0night,day1night,day2night,day1day,day2day,night_avg,day_avg
d27_5uM,-0.10415635,0.057833263,-0.623659591,-0.477502817,-0.418519625,-0.223327559,-0.448011221
clear,-0.448105218,-0.778136581,-0.402428655,-0.321703469,-0.428893446,-0.542890151,-0.375298457
TCS-1102,-0.220927412,0.43515643676149257,0.4594938338711652,-0.435788711,-0.157645184,0.22457428634387866,-0.296716948
SB-674042,1.2768170864958794,1.2348264338296768,1.0088562419155942,2.0758989739110763,1.4662695815564737,1.173499921,1.771084277733775
d24,0.502448221,0.3380049201325427,0.2782553071751412,0.496860239,0.4333066660090209,0.37290281595360497,0.465083452
clear,-0.782749518,-0.084861986,-1.80107409,1.376973134242427,0.6954133650381863,-0.889561865,1.0361932496403066
d41,-0.234975173,-0.178926959,0.43028581619648776,-0.098387503,0.33217768944914305,0.005461228,0.11689509334635423
d38,0.9889796485290503,0.31533352585772007,-0.058979013,0.7987632218891638,0.382104096,0.41511138708660383,0.590433659
d32,0.4485809671181032,0.1529106724609924,-0.109109622,1.1352227271066362,1.7585760666761343,0.1641273390575313,1.4468993968913852
clear,0.20678279366070315,-0.013600115,0.012138393431358101,0.036666512258149125,0.37216344170091553,0.068440357,0.20441497697953231
clear,-0.312584099,-0.699799186,-0.126676014,1.6362613850304297,0.9223446113473068,-0.379686433,1.2793029981888684
clear,-0.079026161,0.5954600934900224,0.4963198268293783,-0.276272756,0.13747560010849544,0.33758458659233487,-0.069398578
clear,-0.459770247,-0.05006694,0.3326346773866541,1.3895878526063912,1.066524177465396,-0.059067503,1.2280560150358935
clear,0.3338332204313069,0.17973932743657647,0.4411208459254718,-1.58836818,-0.536612224,0.31823113126445174,-1.062490202
clear,-0.123389899,-0.293002975,0.20162333761894294,0.41485372033007967,0.47946749525001364,-0.071589845,0.4471606077900466
clear,-0.628378602,0.034917124,-0.332541197,1.2822142694384664,0.644294057,-0.308667558,0.9632541631481217
clear,-1.3598958,-1.821868455,-2.213505874,-1.247740945,-1.574353979,-1.798423376,-1.411047462
clear,2.0288039019687103,1.3007734523413734,1.4755472560950103,1.8803542208618262,2.0165160971802827,1.601708203468365,1.9484351590210545
clear,0.8111167972963761,0.7629170772897526,1.2114769376777832,0.7281622482084279,1.3585984438852332,0.9285036040879705,1.0433803460468305
clear,-0.251054272,-0.284669809,-0.597692652,-0.068716494,-0.203577715,-0.377805578,-0.136147104
clear,-0.377475002,-0.285100219,-1.205455202,-0.082764922,-0.476469754,-0.622676808,-0.279617338
clear,1.7327175078961063,0.8913795499913106,0.8851982756640381,1.698050700285693,1.7892639224882534,1.1697651111838183,1.7436573113869733
clear,-0.189126097,0.19716871442800044,-0.264541777,0.073301484,-0.207623412,-0.08549972,-0.067160964
clear,0.5088552010818271,0.1878241212961809,-0.00030051,0.5963715495967997,0.15527461821340593,0.23212627091800195,0.37582308390510283
clear,0.08231185,0.19488345377164956,-0.009829152,0.31084664778256427,0.37448827967875475,0.089122051,0.3426674637306595
clear,0.2998329918061452,0.1523481353746347,-0.089313982,-0.017448063,0.24244391564833717,0.1209557149064426,0.11249792638820769
clear,0.41045726931803617,0.49385112192778186,0.3852982734420322,1.0139136377259554,0.8605966982429285,0.42986888822928343,0.937255168
clear,0.9121283040311146,0.7211498693737279,0.520448258,0.7369430220371989,1.0544176098361435,0.7179088105896391,0.8956803159366712
clear,0.25835836689108876,0.4647323512783138,0.3314597375495954,1.049608148221195,0.8028586537511349,0.3515168185729993,0.9262334009861649
clear,-0.156089858,-0.012968978,0.28823769005596095,-0.656428611,0.012814280655782658,0.039726285,-0.321807165
clear,-0.088083926,-0.016522655,-0.288924152,-0.050809204,-0.128903875,-0.131176911,-0.089856539
clear,-1.0076414,-0.876825091,-1.367264745,0.6878160065428878,-0.399515897,-1.083910412,0.14415005482958218
clear,0.23957951161888483,0.29755103469183697,-0.331611661,-0.278757206,-0.329182056,0.068506295,-0.303969631
