drug,day0night,day1night,day2night,day1day,day2day,night_avg,day_avg
d27_5uM,0.40870674289277864,0.44602957725321785,0.5629952260819365,0.306375878,0.091899262,0.47257718207597765,0.19913757021711825
TCS-1102,-0.258683079,-0.662042457,-0.814790299,-0.330851615,-0.61452918,-0.578505278,-0.472690398
clear,-0.467424148,-0.965713953,-0.625826677,-0.766008928,-0.395895928,-0.686321593,-0.580952428
d24,0.074618954,-0.078413567,-0.188572687,-0.056639482,0.010788059373432501,-0.064122433,-0.022925711
clear,-0.537015231,-0.680372675,-0.509035074,-0.213871193,-0.561707836,-0.575474327,-0.387789515
d41,-0.698663772,-0.624941568,-0.58387066,-0.489083587,-0.5150832,-0.635825333,-0.502083393
d38,-0.789278495,-1.389434071,-0.899230594,-1.406612863,-1.234540722,-1.025981053,-1.320576792
d32,-0.72588517,-0.371931925,-0.151012952,-0.563161289,-0.388228707,-0.416276682,-0.475694998
clear,-0.388120903,-0.119603103,-0.388454061,-0.830144577,-0.785483249,-0.298726022,-0.807813913
clear,-0.100094234,-0.823630724,-0.678211008,-0.591577581,-1.187087358,-0.533978655,-0.88933247
clear,0.25939956503987355,0.1201146752293784,0.10166871263737348,0.5017170410369773,-0.121980936,0.16039431763554182,0.1898680523348148
clear,0.023105848,-0.380483584,0.21310762215634696,0.5575705914417578,0.8073334391496172,-0.048090038,0.6824520152956874
clear,0.5070385101564303,0.5903165783892208,0.5685212612883597,0.4290128121084138,0.932379122,0.5552921166113369,0.6806959670229854
clear,0.4963283423216476,-0.306545203,-0.105379141,-0.128235288,0.043270257,0.028134665873371083,-0.042482516
clear,-0.181372819,-0.648646063,-0.140674154,0.4857936621258694,0.46089557550884036,-0.323564345,0.4733446188173549
clear,0.4613924847453147,-0.6382676,0.19990300792463783,-1.01111815,-0.681174705,0.007675964,-0.846146428
clear,-0.763398213,-1.177946058,-0.01155795,-2.201053745,-1.40360368,-0.650967407,-1.802328713
clear,-0.632741311,-0.880183261,-0.627731679,-0.388174671,-0.702235176,-0.713552084,-0.545204924
clear,-0.306067929,-0.118428338,-0.178813917,0.5290792604976581,0.45432233379799547,-0.201103395,0.4917007971478268
clear,-0.083372479,-0.64781923,0.46663758480446627,-0.487874106,-0.380340186,-0.088184708,-0.434107146
clear,-0.707646791,-0.553901185,-0.094020653,0.5342286451240059,0.58981596,-0.45185621,0.5620223023778419
clear,0.017682408640232555,-0.152011706,-0.121583389,-0.146689917,0.077595742,-0.085304229,-0.034547087
clear,0.2591721994215454,0.11269234240671952,0.087971029,0.28187414494205565,0.2637534190316018,0.15327852351374538,0.2728137819868287
clear,-0.016101652,-0.120570313,-0.422135167,-0.073767793,-0.360338397,-0.186269044,-0.217053095
clear,-0.582645808,-0.334239271,-0.157404871,-0.526975349,-0.588726006,-0.35809665,-0.557850677
clear,-0.620745485,-1.220703853,-1.132678015,-0.537663875,-1.23330081,-0.991375784,-0.885482343
clear,0.35477226344019935,-0.296937446,0.21386337878762057,0.2742996753552572,0.039468324,0.090566065,0.1568839997739177
clear,0.4753026039143136,0.22678851687903495,-0.21659799,0.089650521,-0.426780369,0.16183104357515313,-0.168564924
clear,0.24300989353417538,0.2372432959492602,0.2587481925299905,0.10370558276954121,0.15323755411774406,0.24633379400447533,0.12847156844364263
clear,-0.981032274,-0.518387396,-0.10359707,-0.631116809,-0.417557756,-0.534338913,-0.524337283
clear,0.5329786998343294,0.2555446544571051,0.4949679073487193,0.8781416950310108,0.39897571008990307,0.4278304205467179,0.6385587025604569
clear,0.020442971,-0.677666491,-0.573896719,-0.320644614,-0.530590763,-0.410373413,-0.425617689
TCS-OX2-29,-0.180637024,-0.309743297,-0.38584844,-0.134929508,-0.253672793,-0.292076253,-0.194301151
OR2RA,-0.27413287,-0.568865235,-0.403844107,-0.153635088,-0.190430752,-0.415614071,-0.17203292
d34,-0.599128378,-0.498157845,-0.770667558,-1.017377494,-0.981534447,-0.62265126,-0.999455971
d40,-0.072952968,-0.14565136,-0.163044173,-0.387293296,-0.165883803,-0.127216167,-0.27658855
d48,-0.071027539,-0.226259616,-0.139383484,0.17990942155134218,-0.049744797,-0.14555688,0.065082312
d42,0.13064052012605185,0.11106752619011817,-0.151425554,0.20998294031472797,0.075768585,0.030094164058710376,0.142875763
d35,-0.72749101,-0.824171463,-0.867357251,-0.987650347,-1.062022073,-0.806339908,-1.02483621
d23,0.1845673032066903,0.13215043618438638,0.16375869533990023,0.10039786617330342,0.008809516,0.1601588115769923,0.054603691128134055
d29,-0.376018923,-0.230823038,-0.476109342,-0.474272843,-0.524918322,-0.360983768,-0.499595582
d14,-0.084887662,-0.208092086,0.18874084111201292,-0.164586111,-0.236045746,-0.034746302,-0.200315928
clear,0.45868536518550007,0.5655113523221097,0.9125010660652536,0.5165130875508118,0.850163636,0.645565928,0.6833383619699934
d54,0.45190542291468844,0.2506712412363074,0.19983192711317466,0.6032578554010254,0.322319592,0.3008028637547235,0.4627887235622767
d47,-0.660342908,-0.546498274,-0.369128715,-0.626998914,-0.647263891,-0.525323299,-0.637131402
d49,0.44353703664969657,0.5595127187144256,0.8728966827922235,0.30050825625488486,0.8300022454639977,0.6253154793854486,0.5652552508594413
d52,-0.331557243,-0.402301615,-0.249382809,-0.675574451,-0.296609465,-0.327747222,-0.486091958
d53,-0.361561607,-0.014032823,-0.488551277,-0.126765512,-0.678966041,-0.288048569,-0.402865776
clear,-0.088102272,-0.229924426,-0.414071404,-0.237038464,-0.435431001,-0.2440327,-0.336234733
clear,-0.160645274,0.00921354,-0.056964138,0.25286702113004594,0.098630474,-0.06946529,0.17574874739934998
clear,-0.091379533,-0.041713755,0.020130764762982194,-0.018671054,0.26723038044993347,-0.037654174,0.12427966335792119
clear,-0.291169521,0.29293920906739385,-0.127402727,0.33226404529086534,0.37476340415899995,-0.04187768,0.35351372472493264
clear,0.2912753571748159,0.031100375801539192,0.20360609913582442,-0.156577626,-0.066924024,0.1753272773707265,-0.111750825
d27,-0.348086782,-0.1851987,-0.454812631,-0.338378665,-0.422867367,-0.329366037,-0.380623016
Seltorexant,-0.306570554,-0.040552367,-0.229275217,-0.16749463,-0.108311917,-0.192132713,-0.137903273
TAK-861,0.3498627647801085,0.25563549610441183,0.6796988814324818,0.1148743048330055,0.3737593179998133,0.4283990474390007,0.2443168114164094
SB-674042,-0.332609337,-0.872192994,-0.380603724,-0.038408587,0.19287954258015205,-0.528468685,0.077235478
clear,-0.116446203,-0.082518339,-0.023672713,-0.112046322,-0.112201244,-0.074212418,-0.112123783
clear,-0.330354582,-0.723557889,-0.687495751,-0.080480451,-0.197067192,-0.580469407,-0.138773822
clear,1.046571404977489,1.0872066268718104,0.6999510123050946,0.509046566,0.7607056620614883,0.9445763480514647,0.6348761142222956
clear,0.012704105550448833,-0.459719845,-0.485614383,-0.60013132,-0.476719219,-0.310876707,-0.53842527
clear,-0.509232491,-0.336125233,-0.156384668,0.19820700509706704,0.15850670175771853,-0.333914131,0.17835685342739277
clear,-0.488755747,-0.888704735,-0.637466762,-0.518518157,-0.424892087,-0.671642415,-0.471705122
