	dmso-mut	drug-mut
0	232.871120338025	229.69450164863588
1	212.6422779069926	230.69326245095726
2	252.57172189649614	224.75540339329194
3	212.5204577157248	194.77738993715866
4	301.00406800321934	264.73311405118034
5	320.8578212106576	332.5649818458116
6	319.6490145900713	244.13803134305303
7	271.665706207433	276.65325627902087
8	309.3602320107258	356.6445141207622
9	264.57757134717764	276.4927623154811
10	290.7200150099126	316.0634877896016
11	226.14606804067324	316.7590571832892
12		261.2307433948594
