	dmso-mut	drug-mut
0	244.9986958816392	185.00045593052715
1	207.0648558480395	249.35385569666863
2	171.61534067095047	199.63196737525803
3	280.62014739299457	183.54049482481076
4	279.7322846765614	263.18793488958596
5	470.16820859614245	320.29312330840565
6	299.14482993918034	497.11518462600355
7	286.1306254750023	283.4906897848929
8	322.9806880154329	278.82726842781955
9	357.8959973166008	264.42582475363014
10	355.03614484262425	346.87087661900154
11	246.7626979230577	378.81542857788565
12		243.3218651012826
