	dmso	drug
0	12.283333333333333	13.733333333333333
1	20.183333333333334	14.55
2	23.05	9.416666666666666
3	22.466666666666665	5.4
4	8.716666666666667	15.866666666666667
5	19.85	17.1
6	18.266666666666666	10.95
7	45.483333333333334	22.233333333333334
8	11.8	21.266666666666666
9	44.166666666666664	31.166666666666668
10	31.383333333333333	25.65
11	73.71666666666667	34.43333333333333
12	36.13333333333333	37.78333333333333
13	30.9	29.516666666666666
14	22.3	17.7
15	31.216666666666665	31.8
16	22.783333333333335	48.5
17	18.066666666666666	42.06666666666667
18	40.516666666666666	10.583333333333334
19		48.63333333333333
20		17.6
21		15.833333333333334
22		21.933333333333334
23		134.16666666666666
24		37.06666666666667
