	dmso	drug
0	169.85714285714286	506.2142857142857
1	251.78571428571428	650.2142857142857
2	456.07142857142856	329.14285714285717
3	201.92857142857142	423.57142857142856
4	339.85714285714283	353.64285714285717
5	600.9285714285714	788.5
6	230.71428571428572	442.0
7	325.2142857142857	613.0
8	563.6428571428571	1629.142857142857
9	1118.857142857143	707.5
10	999.0	1239.2142857142858
11	212.71428571428572	976.7142857142857
12	1648.7857142857142	1147.0
13	417.2857142857143	936.7857142857143
14	787.6428571428571	589.5714285714286
15	718.7857142857143	1246.2142857142858
16	429.5	1271.4285714285713
17	558.6428571428571	421.5
18	424.2857142857143	826.4285714285714
19		584.0
20		602.9285714285714
21		498.42857142857144
22		685.0714285714286
23		566.6428571428571
24		1060.642857142857
