	dmso	drug
0	505.7857142857143	1004.6428571428571
1	425.42857142857144	422.5
2	569.4285714285714	827.2142857142857
3	418.07142857142856	755.3571428571429
4	271.92857142857144	561.9285714285714
5	669.3571428571429	734.7142857142857
6	693.2142857142857	343.2142857142857
7	1163.5	1303.142857142857
8	615.8571428571429	438.7857142857143
9	769.8571428571429	197.0
10	1785.2857142857142	862.7142857142857
11	768.0714285714286	973.9285714285714
12	622.5714285714286	998.2142857142857
13	435.07142857142856	196.5
14	631.9285714285714	707.7142857142857
15	1337.142857142857	570.1428571428571
16	863.5	497.57142857142856
17	681.7142857142857	
18	2505.5	
19	916.3571428571429	
20	460.14285714285717	
