	dmso-mut	drug-mut
0	1067.2857142857142	314.7142857142857
1	301.14285714285717	210.71428571428572
2	1338.4285714285713	294.57142857142856
3	1190.4285714285713	657.8571428571429
4	111.42857142857143	175.42857142857142
5	315.42857142857144	458.14285714285717
6	317.14285714285717	434.7142857142857
7	133.57142857142858	668.8571428571429
8	715.1428571428571	551.7142857142857
9	221.42857142857142	794.8571428571429
10	4576.0	440.85714285714283
11	257.2857142857143	1064.5714285714287
12	413.42857142857144	499.7142857142857
13	262.85714285714283	882.2857142857143
14	1005.4285714285714	1374.5714285714287
15	2614.4285714285716	938.4285714285714
16	2066.4285714285716	410.7142857142857
17	1735.0	759.1428571428571
18	759.5714285714286	1250.5714285714287
19	865.1428571428571	1050.857142857143
20	993.0	1616.142857142857
21	749.4285714285714	583.8571428571429
22	1252.857142857143	
23	728.0	
24	1088.7142857142858	
25	322.7142857142857	
26	1485.2857142857142	
