	dmso-mut	drug-mut
0	1275.7142857142858	614.1428571428571
1	1658.7142857142858	500.57142857142856
2	1073.4285714285713	715.5714285714286
3	157.57142857142858	483.57142857142856
4	393.42857142857144	1129.142857142857
5	305.14285714285717	490.14285714285717
6	753.0	978.0
7	2080.285714285714	1156.0
8	1093.7142857142858	1001.1428571428571
9	720.2857142857143	421.7142857142857
10	1548.4285714285713	655.0
11	750.8571428571429	1362.2857142857142
12	1044.7142857142858	879.1428571428571
13	785.2857142857143	1953.7142857142858
14	1376.7142857142858	581.7142857142857
15	1535.142857142857	
