PV-005718134777,CC(C)c1ccc(C2(O)CN(S(=O)(=O)C[C@H]3COC(C)(C)CO3)C2)cc1
PV-006627891221,CO[C@@H]1CN(C(=O)c2ccn(C)c2)C[C@H]1NC(=O)c1c(O)ccc2ccccc12
PV-006689746410,Cc1ccccc1C(=O)N[C@H]1COC[C@H]1NC(=O)[C@]1(c2ccccc2)C[C@H](O)C1
