	dmso	drug
0	385.7142857142857	303.64285714285717
1	456.42857142857144	486.5
2	633.2142857142857	604.2142857142857
3	311.2142857142857	466.85714285714283
4	222.14285714285714	798.0714285714286
5	378.2142857142857	520.2142857142857
6	413.35714285714283	530.7142857142857
7	819.7857142857143	288.2857142857143
8	1053.0714285714287	817.2142857142857
9	612.2857142857143	705.6428571428571
10	996.7857142857143	641.7857142857143
11	269.42857142857144	713.0
12	950.3571428571429	473.7857142857143
13	404.64285714285717	1188.142857142857
14		823.0714285714286
15		847.4285714285714
16		617.5714285714286
