,Start Time: ,2025-09-05 19:00:00, End Time:,2025-09-08 14:00:00,,,,
2025-09-05 20:58:00,1.26,6,5.31,5.46,6,5.91,3.18,2.31
2025-09-05 20:59:00,1.08,6,4.28,6,6,6,3.77,4.54
2025-09-05 21:00:00,1.02,6,5.33,6,6,5.59,5.9,4.94
2025-09-05 21:01:00,3.43,5.81,5.31,6,5.91,5.76,5.9,5.92
2025-09-05 21:02:00,4.46,5.99,5.82,6,6,5.97,6,6
2025-09-05 21:03:00,2.3,5.97,4.28,6,6,5.85,6,6
2025-09-05 21:04:00,2.89,5.67,4.24,6,6,5.9,6,3.28
2025-09-05 21:05:00,5.4,5.95,4.84,6,6,5.8,6,1.8
2025-09-05 21:06:00,5.38,6,6,5.93,4.75,5.88,6,5.38
2025-09-05 21:07:00,5.27,6,4.87,5.78,5.77,5.03,5.65,5.22
2025-09-05 21:08:00,5.93,6,5.8,6,6,5.8,5.89,3.93
2025-09-05 21:09:00,5.49,5.46,5.58,6,6,6,3.7,4.47
2025-09-05 21:10:00,5.53,4.07,2.87,6,6,5.85,5.13,4.34
2025-09-05 21:11:00,6,4.84,5.64,6,3.49,5.75,6,4.82
2025-09-05 21:12:00,5.66,3.4,6,6,5.05,6,5.79,4.01
2025-09-05 21:13:00,4.12,5.84,5.59,6,4.34,6,6,5.32
2025-09-05 21:14:00,4.69,5.63,6,6,5.76,5.78,5.99,5.9
2025-09-05 21:15:00,4.56,5.95,3.79,6,5.83,5.92,6,5.88
2025-09-05 21:16:00,4.73,4.91,5.02,5.43,6,6,6,3.94
2025-09-05 21:17:00,5.18,4.34,5.09,5.81,6,4.69,4.34,5.22
2025-09-05 21:18:00,4.69,5.57,4.79,4.75,5.88,3.69,2.42,4.73
2025-09-05 21:19:00,4.5,6,5.31,6,6,5.39,2.96,3.37
2025-09-05 21:20:00,0,5.67,2.93,6,5.16,4.82,5.79,3.58
2025-09-05 21:21:00,2.24,6,2.48,4.93,3.36,5.73,5.71,4.86
2025-09-05 21:22:00,3.72,6,5.75,6,6,5.99,5.54,2.55
2025-09-05 21:23:00,2.42,5.96,5.25,5.94,6,6,5.87,3.98
2025-09-05 21:24:00,0.92,5.94,3.12,5.6,6,6,5.93,3.26
2025-09-05 21:25:00,3.96,6,5.34,6,5.86,5.86,5.27,3.88
2025-09-05 21:26:00,5.58,6,3.71,6,5.64,5.91,6,5.39
2025-09-05 21:27:00,5.57,6,5.29,6,6,5.82,6,5.83
2025-09-05 21:28:00,5.08,6,5.53,6,4.93,6,6,6
2025-09-05 21:29:00,5.22,6,5.68,6,5.86,5.91,6,6
2025-09-05 21:30:00,5.18,3.74,5.31,6,6,6,6,5.97
2025-09-05 21:31:00,5.26,2.91,3.06,5.86,5.94,6,3.51,5.78
2025-09-05 21:32:00,6,4.1,1.73,6,5.91,4.84,3.11,3.2
2025-09-05 21:33:00,4.96,5.64,4.12,5.9,6,4.9,4.03,4.9
2025-09-05 21:34:00,5.52,6,5.84,6,6,5.47,4.17,5.25
2025-09-05 21:35:00,4.77,6,4.94,5.42,6,4.87,5.34,6
2025-09-05 21:36:00,5.92,6,5.18,6,6,5.87,5.71,5.85
2025-09-05 21:37:00,4.75,5.99,5.83,6,5.98,5.9,5.95,4.53
2025-09-05 21:38:00,5.79,5.9,5.68,6,6,5.97,5.97,6
2025-09-05 21:39:00,5.92,5.48,4.59,6,6,5.98,5.89,4.01
2025-09-05 21:40:00,5.59,5.85,5.52,6,4.85,6,5.81,5.92
2025-09-05 21:41:00,4.86,5.94,3.09,5.95,5.4,5.95,5.92,4.45
2025-09-05 21:42:00,3.31,5.86,4.48,5.46,5.96,5.91,6,4.27
2025-09-05 21:43:00,1.03,6,5.69,4.61,6,5.9,6,1.62
2025-09-05 21:44:00,0,5.04,5.07,6,5.98,5.57,5.97,5.44
2025-09-05 21:45:00,4.14,6,5.12,6,5.19,5.89,6,5.97
2025-09-05 21:46:00,5.65,5.99,5.69,6,6,6,4.69,5.61
2025-09-05 21:47:00,5.52,5.99,5.27,6,5.67,5.88,5.5,4.58
2025-09-05 21:48:00,5.61,5.69,5.17,6,5.65,6,5.92,4.39
2025-09-05 21:49:00,5.91,5.04,6,6,3.96,4.86,6,2.58
2025-09-05 21:50:00,5.7,6,5.56,5.21,3.49,5.97,5.51,1.24
2025-09-05 21:51:00,5.69,4.06,1.84,6,5.84,5.84,5.49,3.74
2025-09-05 21:52:00,5.46,4.78,0.93,6,6,5.4,6,4.7
2025-09-05 21:53:00,4.97,6,5.42,6,6,5.41,5.92,5.1
2025-09-05 21:54:00,4.93,5.85,4.95,6,5.92,5.98,5.67,4.69
2025-09-05 21:55:00,5.52,5.5,5.29,4.78,6,5.8,6,5.39
2025-09-05 21:56:00,5.82,5.84,4.73,5.53,5.97,4.16,5.42,6
2025-09-05 21:57:00,5.69,4.64,5.53,4.46,6,5.15,5.13,5.69
2025-09-05 21:58:00,6,5.97,6,6,5.94,6,5.9,5.84
2025-09-05 21:59:00,4.07,5.79,6,6,5.8,5.85,5.91,5.91
2025-09-05 22:00:00,5.83,5.87,4.42,6,5.6,6,6,5.96
2025-09-05 22:01:00,5.79,3.31,6,6,5.2,4.93,5.76,3.38
2025-09-05 22:02:00,4.9,1.72,5.52,6,6,5.95,4.64,4.32
2025-09-05 22:03:00,5.82,3.21,5.63,6,6,6,5.93,5.96
2025-09-05 22:04:00,4.74,0.8,5.73,4.68,5.88,6,6,5.97
2025-09-05 22:05:00,5.64,1.34,5.49,5.86,6,6,5.76,5.46
2025-09-05 22:06:00,5.8,3.24,3.73,6,5.95,5.6,5.9,4.1
2025-09-05 22:07:00,5.78,2.95,5.72,6,6,3.12,5.4,1.11
2025-09-05 22:08:00,5.49,4.8,5.6,5.97,6,6,2.55,2.11
2025-09-05 22:09:00,5.87,5.91,4.27,4.35,6,6,5.66,5.43
2025-09-05 22:10:00,5.54,5.87,3.61,5.97,5.86,6,5.22,5.47
2025-09-05 22:11:00,4.27,4.95,3.72,5.95,6,5.93,6,5.68
2025-09-05 22:12:00,5.52,3.29,5.05,6,6,5.93,5.62,5.45
2025-09-05 22:13:00,1.06,5.18,4.65,6,5.68,5.95,6,2.64
2025-09-05 22:14:00,1.01,3.5,5.31,6,6,6,5.74,4.91
2025-09-05 22:15:00,1.1,1.95,5.72,6,6,5.99,5.72,6
2025-09-05 22:16:00,3.92,5.73,5.56,6,4.32,4.67,6,4.31
2025-09-05 22:17:00,4.09,5.85,6,6,4.57,4.64,5.5,4.13
2025-09-05 22:18:00,6,5.79,5.82,5,6,5.81,4.61,4.24
2025-09-05 22:19:00,5.7,5.88,5.82,5.88,6,6,3.59,4.45
2025-09-05 22:20:00,5.76,5.52,5.81,6,6,5.89,5.83,4.35
2025-09-05 22:21:00,5.27,5.95,5.51,6,6,6,4.04,4.82
2025-09-05 22:22:00,4.43,5.51,5.14,6,6,6,2.85,4.81
2025-09-05 22:23:00,5.73,6,4.94,5.25,6,5.43,4.5,2.8
2025-09-05 22:24:00,5.96,5.75,1.69,4.01,5.51,5.51,5.39,3.55
2025-09-05 22:25:00,5.74,6,3.07,6,3.43,5.99,5.78,5.2
2025-09-05 22:26:00,5.54,5.37,4.18,5.97,5,6,5.9,6
2025-09-05 22:27:00,5.06,5.87,5.77,6,5.68,5.92,5.16,5.64
2025-09-05 22:28:00,3.54,5.98,6,6,4.97,4.93,2.8,5.68
2025-09-05 22:29:00,5.53,6,2.42,5.75,5.98,6,5.5,5.79
2025-09-05 22:30:00,5.43,5.8,5.15,4.6,5.84,6,6,6
2025-09-05 22:31:00,2.85,5.97,5.75,5.26,6,5.72,5.77,5.02
2025-09-05 22:32:00,4.84,3.46,4.89,6,6,5.64,5.98,5.58
2025-09-05 22:33:00,4.6,2.57,5.71,6,6,5.95,5.97,5.77
2025-09-05 22:34:00,5.2,2.82,4.79,6,6,6,4.87,5.68
2025-09-05 22:35:00,5.22,4.45,5.93,6,5.2,5.97,6,6
2025-09-05 22:36:00,5.76,3.71,3.53,4.13,5.83,5.05,6,6
2025-09-05 22:37:00,5.72,3.22,1.4,5.47,5.76,5.73,6,5.2
2025-09-05 22:38:00,4.76,4.36,1.77,6,6,6,5.56,6
2025-09-05 22:39:00,5.51,3.1,5.71,4.55,5.8,5.97,5.51,6
2025-09-05 22:40:00,5.86,1.61,4.98,6,5,5.04,3.69,5.93
2025-09-05 22:41:00,5.21,3.59,5.16,4.45,3.73,3.24,4.54,5.11
2025-09-05 22:42:00,4.9,0.24,5.97,3.84,6,5.67,4.15,5.25
2025-09-05 22:43:00,3.91,0.22,5.44,3.71,5.96,5.71,5.86,5.89
2025-09-05 22:44:00,2.83,1.75,3.69,5.8,5.77,6,3.61,3.83
2025-09-05 22:45:00,4.84,0,5.89,6,3.47,5.76,2.96,3.48
2025-09-05 22:46:00,2.32,0,5.86,6,1.01,5.91,5.97,1.94
2025-09-05 22:47:00,5.08,0.47,5.42,6,2.75,5.7,6,4.47
2025-09-05 22:48:00,4.25,0,5.92,6,0.41,4.56,5.95,5.9
2025-09-05 22:49:00,3.65,0.51,1.68,6,1.68,5.32,6,5.9
2025-09-05 22:50:00,5.39,0,1.75,6,1.47,5.44,5.73,5.52
2025-09-05 22:51:00,5.29,0,5.76,5.05,0.58,5.73,6,3.05
2025-09-05 22:52:00,3.22,0.05,6,6,0.27,5.58,4.59,5.72
2025-09-05 22:53:00,5.05,0,5.52,5.98,0,3.96,5.32,4.32
2025-09-05 22:54:00,5.07,1.18,4.82,6,1.38,5.64,2.22,5.99
2025-09-05 22:55:00,1.45,0,5.66,5.99,3.66,4.67,5.04,5.99
2025-09-05 22:56:00,1.89,0.15,5.61,6,5.54,1.14,5.51,5.97
2025-09-05 22:57:00,5.29,0,5.72,6,5.9,0.55,5.87,5.63
2025-09-05 22:58:00,5.59,0.15,5.98,6,5.38,0.77,5.18,5.74
2025-09-05 22:59:00,5.55,0.36,5.35,6,6,4.77,3.43,5.74
2025-09-05 23:00:00,4.96,0.17,5.79,1.67,5.14,5.23,5.47,5.49
2025-09-05 23:01:00,3.63,0,6,4.57,0.62,4.23,5.55,4.72
2025-09-05 23:02:00,4.19,0,4.99,6,0.53,5.81,5.5,3.98
2025-09-05 23:03:00,4.97,0.21,5.92,6,0.27,3.19,5.43,4.61
2025-09-05 23:04:00,3.62,0,5.41,6,0.2,0,3.86,5.97
2025-09-05 23:05:00,3.75,0.42,2.63,4.56,0.38,0.26,4.83,5.66
2025-09-05 23:06:00,3.08,0,4.88,1.03,0,0.33,5.63,5.8
2025-09-05 23:07:00,4.52,0,5.81,4.17,2.17,0,5.84,5.76
2025-09-05 23:08:00,3.49,0.31,4.37,5.95,1.31,0.45,5.46,5.35
2025-09-05 23:09:00,4.16,0,4.2,5.99,4.14,0.89,5.76,4.01
2025-09-05 23:10:00,4.58,0.28,4.54,6,3.96,0,5.51,4.58
2025-09-05 23:11:00,4.95,0.5,5.43,5.42,5.91,0,5.32,4.05
2025-09-05 23:12:00,3.7,0,5.17,6,0.31,0.87,5.85,3.06
2025-09-05 23:13:00,3.85,0.02,5.41,6,0.65,0,5.48,4.84
2025-09-05 23:14:00,0.84,0.23,5.32,6,0.36,0,5.72,3.77
2025-09-05 23:15:00,0,0.21,5.67,4.51,1.61,0.4,4.12,3.76
2025-09-05 23:16:00,0,2.34,5.43,6,2.11,2.28,1.53,2.5
2025-09-05 23:17:00,0.47,1.41,5.86,6,1.21,0,0,0.39
2025-09-05 23:18:00,1.72,1.1,5.99,6,0.6,0.37,3.09,0
2025-09-05 23:19:00,0.48,1.99,5.32,5.5,0,0.31,0,0
2025-09-05 23:20:00,0.08,0,4.87,6,2.03,2.06,0,4.69
2025-09-05 23:21:00,0.94,0.95,6,6,4.76,4.23,0,5.02
2025-09-05 23:22:00,0.69,0.59,2.76,5.83,5.24,4.57,0,4.27
2025-09-05 23:23:00,0,2.11,4.1,5.82,4.03,5.55,0.2,6
2025-09-05 23:24:00,0.82,5.67,2.34,6,1.43,4.06,0.29,5.95
2025-09-05 23:25:00,1.49,5.55,5.36,6,1.32,3.79,0,4.98
2025-09-05 23:26:00,1.23,2.69,5.63,4.55,0,0.73,0.48,4.89
2025-09-05 23:27:00,3.16,1.93,5.26,4.4,0.52,0.79,1,0.59
2025-09-05 23:28:00,0.61,2.27,5.45,4.48,0,0,0.67,0.81
2025-09-05 23:29:00,4.07,2.53,2.93,6,0.4,0,0.16,1.1
2025-09-05 23:30:00,2.19,3.63,0.84,5.32,0,1.38,0,0
2025-09-05 23:31:00,4.03,1.04,5.19,4.61,1.65,0.69,0,0
2025-09-05 23:32:00,3,0.55,5.71,4.53,0,0,2.48,1.15
2025-09-05 23:33:00,0.82,0.12,5.06,5.23,1.31,0,5.79,0.44
2025-09-05 23:34:00,0.13,0,5.97,6,0,0.52,5.49,1.14
2025-09-05 23:35:00,0.26,0.16,5.97,6,0.73,0.06,5.75,0.05
2025-09-05 23:36:00,0.73,0,6,5.28,1.94,0.46,5.02,1.67
2025-09-05 23:37:00,0.13,0,5.97,5.71,0,0.98,3.24,0
2025-09-05 23:38:00,0.47,0.18,6,6,0.8,2.25,0.35,0
2025-09-05 23:39:00,0,0.11,5.66,5.22,0.54,4.26,0,0
2025-09-05 23:40:00,0.26,0,5.72,5.74,0.93,4.8,0.1,0.8
2025-09-05 23:41:00,0,0,3.62,6,1.37,6,0,1.25
2025-09-05 23:42:00,0.12,1.02,4.73,6,0.11,5.63,0.53,3.64
2025-09-05 23:43:00,0.33,0,6,6,1.45,5.93,1.47,3.44
2025-09-05 23:44:00,0,0,5.47,6,0,4.4,2.6,0.56
2025-09-05 23:45:00,0.38,0.4,5.66,6,0.51,5.39,0.4,0.08
2025-09-05 23:46:00,0.44,0,5.97,6,0,4.05,0.09,0.56
2025-09-05 23:47:00,0.48,0,5.74,6,0,3.35,0,0.02
2025-09-05 23:48:00,0,0.56,6,6,0.17,3.62,1.73,0.26
2025-09-05 23:49:00,1.66,0,5.61,6,1.6,3.58,0,1.45
2025-09-05 23:50:00,0,2.29,5.33,2.98,0,5.87,0,0.19
2025-09-05 23:51:00,0,3.66,4.72,4.71,0,6,0,0.67
2025-09-05 23:52:00,0,3.67,4.77,2.39,0,5.86,0.31,0.7
2025-09-05 23:53:00,0,2.23,5.58,2.55,1.18,5.59,0.03,1.41
2025-09-05 23:54:00,0.21,0.26,4.66,3.63,2.4,4.29,0.47,2.73
2025-09-05 23:55:00,0,0.39,4.55,5.46,0,4.85,0.43,4.31
2025-09-05 23:56:00,0,0.51,5.05,6,0.69,5.76,1.41,0
2025-09-05 23:57:00,0.36,0,3.86,6,0.7,4.35,0,0
2025-09-05 23:58:00,0.21,0,5.89,6,1.69,5.99,0,1.76
2025-09-05 23:59:00,0.18,0.29,4.61,6,2.06,5.69,0.14,0
2025-09-06 00:00:00,0.56,0,2.02,6,0,5.94,0.81,0.16
2025-09-06 00:01:00,0,0.17,3.84,6,0.23,6,0,0
2025-09-06 00:02:00,0.03,0,4.07,5.37,0.44,6,0.57,0
2025-09-06 00:03:00,0.73,0,4.97,4.92,0,5.93,0,1.14
2025-09-06 00:04:00,0.57,0,5.65,5.52,0.97,6,4.47,0.18
2025-09-06 00:05:00,0,0.31,4.64,3.79,0,5.44,4.1,0
2025-09-06 00:06:00,0,0,5.68,5,2.79,5.96,5.01,0.38
2025-09-06 00:07:00,2.52,0,5.87,5.21,0.89,5.03,4.61,0
2025-09-06 00:08:00,5.14,0.44,5.29,3.75,0.46,6,5.74,0.32
2025-09-06 00:09:00,4.94,0.3,6,3.67,1.09,3.9,5.02,0
2025-09-06 00:10:00,5.03,0,4.72,4.99,0,5.77,5.87,2.54
2025-09-06 00:11:00,3.85,0,4.19,5.5,1.11,6,4.48,0.05
2025-09-06 00:12:00,3.02,0.29,2.37,5.89,1.02,6,5.63,0.85
2025-09-06 00:13:00,2.97,0.8,5.11,6,0,5.8,4.73,0.2
2025-09-06 00:14:00,1.7,0,4.77,5.79,4.78,5.14,6,0.69
2025-09-06 00:15:00,3.51,0,5.44,6,4.94,5,6,2.51
2025-09-06 00:16:00,4.62,3.16,5.25,3.54,4.4,5.9,6,5.86
2025-09-06 00:17:00,1.52,3.61,5.76,5.96,6,5.77,5.58,5.94
2025-09-06 00:18:00,0,3.95,1.81,6,5.77,6,5.68,2.67
2025-09-06 00:19:00,0,4.6,3.05,6,5.98,4.44,4.18,0.17
2025-09-06 00:20:00,0,5.45,2.63,5.89,6,5.87,1.96,0.09
2025-09-06 00:21:00,0,2.48,4.64,3.36,5.16,6,5.7,0.22
2025-09-06 00:22:00,0.4,0.86,2.52,6,5.99,5.66,5.72,0.64
2025-09-06 00:23:00,0,1.26,5.49,6,6,5.94,4.75,0.26
2025-09-06 00:24:00,0,5,5.39,6,6,5.24,4.87,0
2025-09-06 00:25:00,0.51,4.13,5.62,5.82,6,5.67,5.8,0.38
2025-09-06 00:26:00,0,5.1,5.33,4.57,5.69,6,6,0.4
2025-09-06 00:27:00,0.32,5.39,5.8,5.15,5,5.99,5.09,0
2025-09-06 00:28:00,1.62,5.46,5.35,6,5.88,5.91,5.76,0.21
2025-09-06 00:29:00,1.05,5.06,5.39,5.02,6,5.04,6,0.32
2025-09-06 00:30:00,1.71,4.52,3.52,2.8,6,5.99,6,0.15
2025-09-06 00:31:00,1.37,3.11,5.84,4.16,6,5.63,5.85,0
2025-09-06 00:32:00,3.8,4.6,3.12,0.69,6,5.98,6,5
2025-09-06 00:33:00,5.28,4.53,5.22,3.22,6,5.43,5.61,3.96
2025-09-06 00:34:00,3.58,5.99,5.54,5.85,6,5.93,4.74,5.68
2025-09-06 00:35:00,3.85,5.98,3.28,5.89,6,5.99,5.75,5.03
2025-09-06 00:36:00,2.87,5.67,1.64,6,6,4.74,6,4.49
2025-09-06 00:37:00,0.85,3.46,5.29,2.35,6,4.23,6,1.75
2025-09-06 00:38:00,1.28,5.18,5.14,3.59,5.95,3.67,6,3.1
2025-09-06 00:39:00,2.52,6,5.48,5.89,5.94,4.28,5.2,3.17
