,Start Time:,2025-09-05 19:00:00, End Time:,2025-09-08 14:00:00, Normalization:,None,,,
Time Stamps:,Linear Time:,F1,F2,F3,F4,F5,F6,F7,F8
2025-09-05 19:00:00,19,94.59,39.35,36.82,211.29,34.41,63.93,66.84,30.45
2025-09-05 20:00:00,20,231.2,1187.33,710.4,1194,322.2,468,383.11,304
2025-09-05 21:00:00,21,253.08,352.2,440.75,1194,316.91,1194.67,593.67,245.29
2025-09-05 22:00:00,22,188.78,67.94,229.2,709.2,138.64,282.33,228.67,439.75
2025-09-05 23:00:00,23,31.18,21.6,288.83,200.59,18.22,64.6,54,52.63
2025-09-06 00:00:00,24,38.05,105.83,175.26,128.56,186.93,443.25,368.22,58.29
2025-09-06 01:00:00,25,318.36,187.18,136.67,21.81,292.17,102.4,245.29,892
2025-09-06 02:00:00,26,290.33,239.71,24.68,381.56,72.22,32.42,190.33,1194
2025-09-06 03:00:00,27,73.56,118.57,141.65,246.14,47.83,23.68,28.29,707.2
2025-09-06 04:00:00,28,19.53,15.16,24.97,31.78,49.47,47.6,38.54,73.23
2025-09-06 05:00:00,29,23.62,28.63,35.2,123.04,137.73,42.2,12.73,12.52
2025-09-06 06:00:00,30,50.42,63.54,14.11,19.61,46.15,369.11,162.89,1194.67
2025-09-06 07:00:00,31,42.38,16.46,22.55,108.22,12.06,32.68,67.39,35.9
2025-09-06 08:00:00,32,99.53,110.96,67.35,308.18,569.67,50.72,108.72,41.61
2025-09-06 09:00:00,33,18.98,96.24,21.58,15.83,21.67,38.34,61.03,30.49
2025-09-06 10:00:00,34,9.06,16.63,29.55,42.44,108.09,35.79,27.03,68.89
2025-09-06 11:00:00,35,65.6,53.3,11.12,17,13.88,85.28,74.83,12.82
2025-09-06 12:00:00,36,12.34,1193.33,127.6,31.38,54.79,104.7,42.17,55.06
2025-09-06 13:00:00,37,49.47,29.65,38.41,93.15,74.07,24.24,29.06,27.33
2025-09-06 14:00:00,38,44.8,29.04,7.52,14.75,14.24,39.12,72.41,14.19
2025-09-06 15:00:00,39,38.61,16.36,22.56,18.27,124.57,66.4,35.65,29.12
2025-09-06 16:00:00,40,34.1,46.4,170.67,10.82,15.46,111.3,200.86,120
2025-09-06 17:00:00,41,30.42,49.53,55.62,99.33,228.57,46.34,21.26,26.22
2025-09-06 18:00:00,42,44.33,26.08,24.26,45.09,23.31,20.67,67.66,41.94
2025-09-06 19:00:00,43,34.98,40.65,43.4,118.09,49.03,86.48,45.35,37.75
2025-09-06 20:00:00,44,590,1175.33,303.4,3596,3596,284.67,209.29,1793
2025-09-06 21:00:00,45,282,700.4,340.4,1787,1194.67,712,893,708
2025-09-06 22:00:00,46,178.21,257.54,350.2,507.43,592,388.67,593.67,3596
2025-09-06 23:00:00,47,214.5,314,140.33,389.78,249.43,106.61,590.33,507.43
2025-09-07 00:00:00,48,80.49,58.87,312.18,316.18,171.29,74.77,207.33,50.7
2025-09-07 01:00:00,49,18.53,17.71,118.71,63.82,32.88,349.2,94.82,26.64
2025-09-07 02:00:00,50,98.67,315.82,144.26,61.62,198.35,99.43,268,504.86
2025-09-07 03:00:00,51,139.64,266.46,17.78,82.17,385.78,19.29,77.27,292.67
2025-09-07 04:00:00,52,22.76,59.47,34.57,18,13.92,78.64,14.63,24.93
2025-09-07 05:00:00,53,19.27,15.6,261.69,64.46,25.64,13.02,107.36,26.7
2025-09-07 06:00:00,54,21.24,86.45,71,45.22,105.22,69.75,8.81,102.62
2025-09-07 07:00:00,55,41.59,71.59,42.7,51.67,210.57,589,98.21,68.64
2025-09-07 08:00:00,56,83.71,220,135,107.86,20.78,25.28,16.36,53.42
2025-09-07 09:00:00,57,24.67,31.33,16.92,40.59,28,57.24,55.84,55.76
2025-09-07 10:00:00,58,21.8,38.47,26.15,48.96,8.05,51.51,7.72,76.2
2025-09-07 11:00:00,59,26.06,12.27,74.15,14.46,46.34,50.91,34.67,14.41
2025-09-07 12:00:00,60,87.23,69.17,11.25,15.35,4.21,9.12,12,32.65
2025-09-07 13:00:00,61,50.15,9.76,79.72,32.55,18.29,18.06,21.75,54.34
2025-09-07 14:00:00,62,25.29,5.24,48.95,9.5,9.5,60.07,17.2,25.69
2025-09-07 15:00:00,63,25.24,9.12,6.92,6.72,11.75,55.44,15.85,39.27
2025-09-07 16:00:00,64,20.52,5.62,36.18,28,18.37,16.43,13,25.65
2025-09-07 17:00:00,65,42.53,36.04,25,35.03,10.55,43.68,18.48,27.67
2025-09-07 18:00:00,66,19.63,14.18,35.75,31.79,24.65,16.23,22,48.54
2025-09-07 19:00:00,67,46.55,23.66,49.83,49.68,27,45.89,50.69,55.65
2025-09-07 20:00:00,68,195.75,265.17,1194,710.8,169.37,714.4,886.5,3596
2025-09-07 21:00:00,69,37.76,314.73,496.57,1794,73.59,142.91,892.5,3596
2025-09-07 22:00:00,70,51.79,122.38,288.67,232.14,41.12,100.08,351.4,3596
2025-09-07 23:00:00,71,44.9,30.48,346.8,894.5,174.95,102.38,152,252.46
2025-09-08 00:00:00,72,40.91,30.52,32.65,310.18,23.47,268.92,24.63,46.34
2025-09-08 01:00:00,73,41.05,238.57,75.64,31.29,105.04,379.33,74.69,26.38
2025-09-08 02:00:00,74,490.86,166.2,316.18,84.89,178.32,12.95,125.38,41.26
2025-09-08 03:00:00,75,52.79,142.91,246.43,292,215.12,50.65,102.47,3596
2025-09-08 04:00:00,76,34.6,49.94,74.07,891.5,103.74,167.14,23.42,1173.33
2025-09-08 05:00:00,77,29.26,9.44,18.77,132.89,31,39.71,40.43,26.69
2025-09-08 06:00:00,78,152.76,58.98,229.2,10.8,9.73,28.32,20.74,140.63
2025-09-08 07:00:00,79,52.76,22.14,24.57,421.75,118.31,216.13,74.23,542.33
2025-09-08 08:00:00,80,19.27,134,129.2,126.83,68,96.7,33.45,194.93
2025-09-08 09:00:00,81,50.39,59.53,25.3,22.5,16.07,33.94,30.79,23.91
2025-09-08 10:00:00,82,122.18,10.36,70.61,24.48,75.8,46.3,33.89,53.86
2025-09-08 11:00:00,83,17.52,7.56,19.03,189.53,8.94,45.82,27.15,24.68
2025-09-08 12:00:00,84,52.18,47.08,19.94,21.81,28.93,15.28,22.8,25.38
2025-09-08 13:00:00,85,26.08,10.74,63.25,63.87,7.11,14.89,18.75,40.5
,,,,,,,,,
,,,,,,,,,
