,Start Time:,2025-09-05 19:00:00, End Time:,2025-09-08 14:00:00, Normalization:,None,,,
Time Stamps:,Linear Time:,F1,F2,F3,F4,F5,F6,F7,F8
2025-09-05 19:00:00,19,25.69,26.43,27,36.86,31.22,32.98,31.41,23.12
2025-09-05 20:00:00,20,2,7,7.33,2,29.4,23.56,12.29,11.75
2025-09-05 21:00:00,21,10.43,3,4,0,5,2,2,5.33
2025-09-05 22:00:00,22,6.15,24.5,5.11,9,20.53,18.86,5.75,4
2025-09-05 23:00:00,23,33.74,37.14,7.6,4,33.41,35.67,32.54,33.09
2025-09-06 00:00:00,24,19.81,29.17,5.88,7.62,51,2,21.75,32.7
2025-09-06 01:00:00,25,4.8,8.21,28.5,64.65,3.6,36.09,9.2,4
2025-09-06 02:00:00,26,5.25,9.64,25.05,11.5,46.19,41.52,2.4,0
2025-09-06 03:00:00,27,29.87,28.83,4.91,4.2,34.24,31.9,42.55,8
2025-09-06 04:00:00,28,32.7,44.95,59.23,47.96,42.53,30.08,32.58,39.94
2025-09-06 05:00:00,29,26.72,34.95,36.91,27.9,27.71,53.28,34.41,36.33
2025-09-06 06:00:00,30,30.1,33.42,28.05,35.03,32.82,45,31.29,2
2025-09-06 07:00:00,31,35.79,33.37,32.24,21.58,55,37.12,67.41,39.96
2025-09-06 08:00:00,32,14.91,23.04,15.38,17.67,6.25,35.13,29.74,30.96
2025-09-06 09:00:00,33,42.85,35.92,56.93,38.88,38.18,31.04,36.47,41.83
2025-09-06 10:00:00,34,37.34,37.04,34.33,47.41,46.86,46.1,45.36,30.09
2025-09-06 11:00:00,35,22.4,24.48,39.06,51.73,41.63,56.82,45.52,42.77
2025-09-06 12:00:00,36,35.89,4,5.89,49.95,41.27,40.56,44.41,28.94
2025-09-06 13:00:00,37,30.94,32.64,32.59,11.64,30.37,31.44,36.71,38.11
2025-09-06 14:00:00,38,37.1,37.16,58.28,56.2,37.59,36.08,38.71,43.49
2025-09-06 15:00:00,39,35.88,36.57,41.28,31.63,33.12,44,35.91,37.84
2025-09-06 16:00:00,40,35.1,24.88,10.78,71.52,25,27.92,28.93,32.22
2025-09-06 17:00:00,41,35.53,29.77,37.89,31.23,34.67,24.8,44.38,39.79
2025-09-06 18:00:00,42,27.95,39.04,38.76,36.77,35.93,37.38,27.58,29.35
2025-09-06 19:00:00,43,22.04,26.17,21.12,18.58,30.09,30.87,30.84,24.6
2025-09-06 20:00:00,44,4,12.67,23.78,0,0,11.67,32.87,6
2025-09-06 21:00:00,45,6.6,5.6,10.18,0,2,8,2,7
2025-09-06 22:00:00,46,5.09,5.14,4.5,2,4,4.67,0,0
2025-09-06 23:00:00,47,2.91,7.33,4.95,5.2,2,47.4,2,8
2025-09-07 00:00:00,48,7.2,35.74,7,9.6,32.82,45.13,35.6,29.62
2025-09-07 01:00:00,49,41.32,34.54,4,25.82,37.75,3.6,50.31,45.22
2025-09-07 02:00:00,50,11.27,6.67,4.87,39.71,4,41.16,3.67,4.5
2025-09-07 03:00:00,51,22.37,4,45.88,17.03,12,28,25.15,3.2
2025-09-07 04:00:00,52,40.22,45.48,28.78,50.04,49.33,32.77,41.69,44.48
2025-09-07 05:00:00,53,28.54,32.76,3.33,30.33,38.98,37.44,27.73,34.26
2025-09-07 06:00:00,54,22.62,19.6,38.69,35.32,40.64,55.59,41.85,35.24
2025-09-07 07:00:00,55,43.49,42.73,48.56,64.29,43.23,2,17.59,60.45
2025-09-07 08:00:00,56,20.62,9.07,24.82,12.8,28.97,26.03,31.84,23.24
2025-09-07 09:00:00,57,22.1,38.3,36,37.17,47.16,39.5,24.36,44.46
2025-09-07 10:00:00,58,31.34,44.18,36.46,54.85,39.11,28.26,48.54,41.12
2025-09-07 11:00:00,59,28.03,30.46,31.49,95.19,24.63,40.21,38.24,50.98
2025-09-07 12:00:00,60,16.37,31.95,37.16,66.79,47.23,36.99,39.49,45.02
2025-09-07 13:00:00,61,44.65,46.69,36.77,30.39,46.08,39.93,28.71,42.44
2025-09-07 14:00:00,62,24.61,34.74,36.8,60.44,34.13,37.17,38.37,46.42
2025-09-07 15:00:00,63,31.56,34.74,37.5,61.84,43.57,36,30.74,49.9
2025-09-07 16:00:00,64,31.93,50.75,35.23,41.11,23.68,32.93,35.89,28.05
2025-09-07 17:00:00,65,29.54,15.71,28.23,44.17,23.79,32.33,26.91,33.19
2025-09-07 18:00:00,66,34.36,22.54,36.71,32.55,25.45,33.62,26.39,28
2025-09-07 19:00:00,67,19.35,12.41,30.34,31.36,31.81,29.84,30.08,39.37
2025-09-07 20:00:00,68,14.11,10.71,0,6,14,0,14,0
2025-09-07 21:00:00,69,12.37,7.67,11,4,11.03,21.33,2,0
2025-09-07 22:00:00,70,12.93,7.7,3.2,20.31,32.26,27.69,4,0
2025-09-07 23:00:00,71,13.07,17.31,4.25,2,10.62,27.44,15.29,17.57
2025-09-08 00:00:00,72,14.91,18.71,32.21,15.56,39.32,3,25.31,34.24
2025-09-08 01:00:00,73,12.98,6.43,10.94,39.35,23.6,11.6,27.81,32.32
2025-09-08 02:00:00,74,14.5,8.17,6.57,39.72,6.4,40.66,7.62,28.15
2025-09-08 03:00:00,75,29.68,8.82,6.29,4.89,3.82,30.97,9.08,0
2025-09-08 04:00:00,76,28.74,24.11,32.86,6,5.52,51.9,34.8,22
2025-09-08 05:00:00,77,25.04,30.17,29.24,34.76,31.12,39.74,31.07,53.51
2025-09-08 06:00:00,78,11.05,13.9,5.27,37.8,52.48,36.55,26.17,40.3
2025-09-08 07:00:00,79,36.24,26.27,37.89,23,12.85,35,30.4,32.89
2025-09-08 08:00:00,80,43.57,9.78,18.11,19.82,29.37,36.82,42,38.13
2025-09-08 09:00:00,81,37.6,16.15,32.58,43.04,50.37,45.91,29.49,54.14
2025-09-08 10:00:00,82,24.21,22.1,29.56,30.09,28.18,43.15,32.63,59.19
2025-09-08 11:00:00,83,41.44,29.77,17.46,20.13,59.45,39.86,39.8,44.28
2025-09-08 12:00:00,84,34.7,20.15,27.67,51.21,28.65,40.43,36,58.54
2025-09-08 13:00:00,85,33.67,38.54,29.23,40.16,40.39,36.57,41.08,64.73
,,,,,,,,,
,,,,,,,,,
