,Start Time:,2025-09-05 19:00:00, End Time:,2025-09-08 14:00:00, Normalization:,None,,,
Time Stamps:,Linear Time:,F1,F2,F3,F4,F5,F6,F7,F8
2025-09-05 19:00:00,19,3.5,5.09,6.67,5,4.87,7.48,4.47,5.6
2025-09-05 20:00:00,20,3.17,2,2,2,8,5.78,2.33,7.67
2025-09-05 21:00:00,21,4.62,4,9,3,6.8,2,4,5.5
2025-09-05 22:00:00,22,4,6.16,6.33,16,4.67,3.6,5.5,6.5
2025-09-05 23:00:00,23,3.33,5.9,4.29,7.75,7.1,5,5.14,3.05
2025-09-06 00:00:00,24,4.63,5.3,4,5.6,4.67,4,3.4,3.83
2025-09-06 01:00:00,25,5.5,6.95,4.22,5.18,2.33,5.38,6.5,10
2025-09-06 02:00:00,26,3.5,6,5.77,4.4,2.71,4.41,6.8,2
2025-09-06 03:00:00,27,5.55,5,8.53,5.71,6.89,4,5.24,5
2025-09-06 04:00:00,28,6.34,6.92,6.09,3.7,5.53,6.13,4.65,5.33
2025-09-06 05:00:00,29,5.67,6.06,7.37,3.69,3.87,6.39,4.65,4.58
2025-09-06 06:00:00,30,6.28,5.5,5.72,4.88,4.31,9,8.86,0
2025-09-06 07:00:00,31,4.9,5.19,7.38,3.25,6.58,4.31,5.2,6.43
2025-09-06 08:00:00,32,5.43,4.6,9.75,4.33,9.75,4.47,3,4.95
2025-09-06 09:00:00,33,5.83,6.57,8.33,4.97,5.03,4.89,4.75,5.74
2025-09-06 10:00:00,34,4.86,6.98,7.93,4.27,7.33,5.33,5.62,4.48
2025-09-06 11:00:00,35,9.64,3.22,8.65,4.5,6,5.83,5.36,4.53
2025-09-06 12:00:00,36,4.82,0,11.29,3.4,8.1,2.92,5.64,3.93
2025-09-06 13:00:00,37,5.71,6.2,5.85,4.42,2.71,5.81,3.55,6.08
2025-09-06 14:00:00,38,5.56,7.37,8.28,4,6.76,5.68,5.45,6
2025-09-06 15:00:00,39,4.48,7.71,5.61,6.05,4,4.75,6.56,5.86
2025-09-06 16:00:00,40,4.69,4.83,6.89,4.67,6.15,5.76,13.76,4.08
2025-09-06 17:00:00,41,4.97,5.29,4.97,5.33,5,5.61,5.67,4.69
2025-09-06 18:00:00,42,7.47,6,6.2,5.07,6.61,5.2,6.75,6.84
2025-09-06 19:00:00,43,5.71,7.68,7.41,5.09,5.77,7.12,5.85,5.37
2025-09-06 20:00:00,44,6.67,8,3.67,0,0,7.71,6.22,0
2025-09-06 21:00:00,45,9,6.8,4.8,16,2,3.33,4,2
2025-09-06 22:00:00,46,7.5,6.31,5.5,4,4.5,4.5,3,0
2025-09-06 23:00:00,47,5.2,5.14,3.6,4,4.33,4.27,4,3
2025-09-07 00:00:00,48,6.95,3.92,2.67,4.5,4,6.53,5.56,3.83
2025-09-07 01:00:00,49,5.54,5.25,6.83,3.47,4.67,6.4,4.43,4.67
2025-09-07 02:00:00,50,9.36,8,5.82,4.77,7.14,4,8.67,5.33
2025-09-07 03:00:00,51,5.56,6.67,4.57,2.57,9.67,4.75,8.35,3.6
2025-09-07 04:00:00,52,5.29,7.4,4.53,4.09,4.59,7.67,4.3,5.2
2025-09-07 05:00:00,53,5.51,6,6.25,2.92,5.79,3.92,7.24,4.67
2025-09-07 06:00:00,54,4.88,3.84,3.62,3.67,9.57,5.82,4.19,4.44
