	dmso	drug
0	465.35	230.28333333333333
1	1297.7166666666667	307.03333333333336
2	513.4	389.43333333333334
3	459.71666666666664	763.6
4	659.4833333333333	236.5
5	492.1666666666667	1140.0333333333333
6	1566.2	406.98333333333335
7	943.8333333333334	487.98333333333335
8	1147.75	958.6833333333333
9	1232.0333333333333	200.73333333333332
10	141.35	822.5833333333334
11	1872.85	1170.0
12	929.55	346.9
13	1828.5333333333333	644.6333333333333
14	932.5333333333333	851.1833333333333
15	176.2	700.7833333333333
16	1677.1333333333334	813.2166666666667
17	583.75	1161.5333333333333
18	803.0833333333334	746.5666666666667
19	971.9333333333333	583.9166666666666
20	773.4	736.7
21	977.0166666666667	1199.0666666666666
22	864.95	688.95
23	566.5333333333333	981.3166666666667
24	706.2833333333333	461.95
25	537.9333333333333	423.81666666666666
26		671.4333333333333
