	dmso	drug
0	97.66666666666667	21.654761904761905
1	82.0	58.88095238095238
2	89.82142857142857	74.41666666666667
3	159.21428571428572	237.92857142857142
4	161.29761904761904	59.595238095238095
5	538.297619047619	359.0
6	272.51190476190476	67.10714285714286
7	188.6547619047619	119.04761904761905
8	215.3095238095238	253.08333333333334
9	219.5595238095238	97.47619047619048
10	209.03571428571428	174.9404761904762
11	232.32142857142858	228.1547619047619
12	194.28571428571428	287.89285714285717
13	172.02380952380952	367.6309523809524
14	209.4047619047619	225.88095238095238
15	105.05952380952381	158.75
16		267.6547619047619
17		413.4404761904762
18		239.39285714285714
19		361.07142857142856
20		168.83333333333334
21		124.75
22		207.82142857142858
