ligand,best_ddg,ddg_rank,ddg_percentile,best_interaction,interaction_rank,interaction_percentile,best_real_motif_count,real_motif_count_rank,real_motif_count_percentile,best_real_motif_ratio,real_motif_ratio_rank,real_motif_ratio_percentile,
PZM21,-19.538356,150,0.015287403179779861,12.0,321,0.0327150428047289,3.0,3029,0.3087036282103547,0.666667,1407,0.1433958418263351,
