	dmso-wt	drug-wt
0	232.3095238095238	55.166666666666664
1	32.04761904761905	38.69047619047619
2	41.833333333333336	32.857142857142854
3	49.285714285714285	119.92857142857143
4	26.095238095238095	83.38095238095238
5	157.07142857142858	38.166666666666664
6	170.78571428571428	12.404761904761905
7	15.619047619047619	21.571428571428573
8	112.5	115.14285714285714
9	68.0	32.714285714285715
10	83.16666666666667	54.714285714285715
11	81.76190476190476	31.30952380952381
12	153.33333333333334	107.9047619047619
13	62.476190476190474	325.57142857142856
14	38.57142857142857	11.119047619047619
15	67.73809523809524	206.16666666666666
16	162.71428571428572	107.26190476190476
17	88.02380952380952	196.38095238095238
18	72.0	35.76190476190476
19	39.404761904761905	43.476190476190474
20	109.54761904761905	46.285714285714285
21		33.285714285714285
22		37.57142857142857
