	dmso	drug
0	96.66153846153846	158.86153846153846
1	133.04615384615386	242.44615384615383
2	129.6	243.1076923076923
3	156.26153846153846	257.0615384615385
4	426.5692307692308	276.53846153846155
5	131.03076923076924	386.3076923076923
6	628.3538461538461	556.6153846153846
7	106.64615384615385	700.2307692307693
8	208.5076923076923	257.53846153846155
9	205.5076923076923	295.18461538461537
10	185.76923076923077	307.2
11	484.5076923076923	562.4
12	158.0	495.73846153846154
13	554.1538461538462	311.9076923076923
14	279.9076923076923	708.8923076923077
15	422.5076923076923	685.7076923076924
16	231.04615384615386	568.0153846153846
17	301.24615384615385	828.4153846153846
18	441.2	266.24615384615385
19	553.0769230769231	
20	570.6153846153846	
21	266.6307692307692	
22	587.9538461538461	
