	dmso-het	dmso-mut
0	0.9699395426766129	0.913793383075783
1	0.7897524565036578	0.8591314945107705
2	1.0728760778088295	0.799569847682294
3	1.1501500994478147	0.8547814709455066
4	0.9456475450238255	1.1378519531304296
5	1.0201848498552033	0.8607754409085142
6	1.04573212330454	0.9923627593231514
7	1.165451621372615	1.0447185116157591
8	0.7453762521777968	0.9886925761347847
9	0.9583796603802037	1.0716954268427794
10	0.7649085972964447	0.8459810085633555
11	0.883576045525826	
12	0.843213522752249	
13	1.1343800184607957	
14	0.8222448883488982	
15	0.8313660082661055	
16	1.0016646583862572	
17	0.9502441517332406	
18	1.147184405520302	
19	1.2138492213523557	
20	0.9806387180295035	
21	1.1436266161692468	
22	1.1047929817938384	
23	1.189577918349646	
24	0.8392958861939925	
25	0.9790444924951954	
