	dmso-het	dmso-mut
0	6.015625	7.484375
1	8.8125	5.703125
2	12.28125	7.125
3	11.046875	4.765625
4	9.578125	8.125
5	7.671875	6.359375
6	8.125	6.21875
7	6.875	3.640625
8	7.640625	6.515625
9	6.96875	0.0
10	6.625	6.28125
11	4.515625	3.65625
12	4.75	
13	6.3125	
14	3.828125	
15	6.21875	
16	8.859375	
17	6.921875	
18	7.0	
19	8.625	
20	3.625	
21	8.03125	
22	7.75	
23	8.609375	
24	8.453125	
25	9.21875	
