	dmso-het	dmso-mut
0	167.7140961110917	206.22426025652814
1	131.20512939055652	206.3131108560968
2	167.14474161563473	153.23912571973244
3	191.22241218458146	180.80159054631804
4	171.85134101318815	251.73758237594103
5	179.88897031900513	177.2882616758729
6	205.01111740051778	194.51462491285207
7	239.03883981798558	231.5113348348725
8	171.43470022926076	219.3590649140429
9	211.6304021630254	185.70068465708744
10	148.11792274545212	157.4929380231808
11	161.7115436665706	
12	212.2697052646802	
13	201.40322603308925	
14	182.43901787197262	
15	163.14685528265275	
16	221.1691004286375	
17	217.2604580543087	
18	234.07451808614587	
19	236.79588508784053	
20	201.36242225227758	
21	268.26470025924567	
22	442.6514401145282	
23	211.85606345388823	
24	189.7702410530616	
25	243.69141126563431	
