	dmso-mut	drug-mut
0	802.6428571428571	832.8571428571429
1	1405.0	808.7857142857143
2	1287.9285714285713	691.0
3	374.2142857142857	605.3571428571429
4	347.64285714285717	1029.857142857143
5	1636.857142857143	2156.1428571428573
6	531.2857142857143	631.2857142857143
7	2145.4285714285716	1191.5
8	936.5	734.7857142857143
9	732.7142857142857	345.42857142857144
10	1015.7857142857143	739.0714285714286
11	710.3571428571429	1519.0
12	1506.7142857142858	825.3571428571429
13	705.3571428571429	1154.0
14	854.7857142857143	562.6428571428571
15	1162.2142857142858	
