	dmso-mut	drug-mut
0	229.43965904382128	260.5657602353268
1	195.1996007386444	240.30810759898648
2	245.08965924681124	229.1807388103972
3	190.20095411377574	216.5854234663314
4	212.46687744379028	190.1676299211627
5	220.6224134832074	200.14910951648883
6	211.03673171210912	342.8090786742065
7	204.73674344741949	255.31050788872705
8	207.40304670630175	197.86442954574255
9	268.350163972444	195.8469921248845
10	210.42424665499905	208.54602214877534
11	213.33585421918383	195.35974007724957
12	305.56684341300155	234.600375757203
13	254.41867550868528	220.91428889406092
14	196.19600557405437	259.98122350426814
15	228.34064727594668	
