	dmso	drug
0	24.883333333333333	7.35
1	39.53333333333333	10.9
2	53.38333333333333	27.883333333333333
3	19.166666666666668	6.2
4	19.333333333333332	14.716666666666667
5	13.2	29.266666666666666
6	22.183333333333334	28.266666666666666
7	51.25	17.516666666666666
8	10.85	173.61666666666667
9	11.05	40.31666666666667
10	20.533333333333335	81.51666666666667
11	54.8	8.666666666666666
12	20.066666666666666	23.5
13	25.25	
14	13.716666666666667	
15	34.21666666666667	
16	39.4	
17	33.88333333333333	
18	26.383333333333333	
