	dmso	drug
0	8.566666666666666	17.533333333333335
1	30.8	9.4
2	25.65	16.783333333333335
3	5.283333333333333	38.21666666666667
4	28.65	19.666666666666668
5	24.366666666666667	16.966666666666665
6	20.033333333333335	11.866666666666667
7	21.383333333333333	26.983333333333334
8	22.866666666666667	19.0
9	13.883333333333333	22.833333333333332
10	14.516666666666667	16.033333333333335
11	44.483333333333334	32.36666666666667
12		14.55
13		28.716666666666665
14		21.6
15		30.183333333333334
16		67.28333333333333
17		65.08333333333333
18		16.516666666666666
19		19.633333333333333
20		12.783333333333333
21		19.65
