	dmso	drug
0	539.0322580645161	344.56451612903226
1	1163.6935483870968	337.35483870967744
2	1126.8387096774193	816.8064516129032
3	491.6290322580645	331.38709677419354
4	992.3548387096774	865.741935483871
5	561.483870967742	325.5483870967742
6	628.3225806451613	243.8548387096774
7	464.2258064516129	558.4677419354839
8	698.8225806451613	341.46774193548384
9	233.24193548387098	891.5322580645161
10	737.5483870967741	898.0
11	1022.516129032258	575.758064516129
12		868.4354838709677
13		1308.5
14		790.1774193548387
15		1026.6774193548388
16		1050.8709677419354
17		1676.8387096774193
18		443.7741935483871
19		905.5967741935484
20		581.483870967742
21		577.1290322580645
