	dmso-wt	drug-wt
0	74.0952380952381	207.71428571428572
1	233.04761904761904	345.4761904761905
2	97.57142857142857	115.61904761904762
3	163.71428571428572	155.21428571428572
4	103.9047619047619	254.54761904761904
5	111.04761904761905	209.42857142857142
6	186.1904761904762	61.11904761904762
7	88.04761904761905	134.4047619047619
8	165.92857142857142	199.26190476190476
9	105.47619047619048	247.28571428571428
10	189.92857142857142	87.61904761904762
11	79.85714285714286	107.47619047619048
12	151.5952380952381	322.2142857142857
13	178.26190476190476	148.0
14	210.61904761904762	94.80952380952381
15	204.6904761904762	164.5952380952381
16	161.3095238095238	287.3809523809524
17	127.88095238095238	154.78571428571428
18	174.85714285714286	
19	127.9047619047619	
20	177.66666666666666	
