	dmso-wt	drug-wt
0	462.64285714285717	1338.7857142857142
1	1438.642857142857	1873.2857142857142
2	805.2857142857143	447.2857142857143
3	951.9285714285714	978.8571428571429
4	553.1428571428571	1318.7857142857142
5	853.5	969.7857142857143
6	1098.2857142857142	298.14285714285717
7	375.7142857142857	678.0714285714286
8	923.1428571428571	1124.5
9	536.0714285714286	1505.5
10	911.5714285714286	515.7142857142857
11	502.0	646.1428571428571
12	1131.142857142857	1917.2857142857142
13	842.0	1270.142857142857
14	1052.4285714285713	831.1428571428571
15	1464.142857142857	822.2857142857143
16	1109.5	1379.357142857143
17	697.3571428571429	823.9285714285714
18	905.8571428571429	
19	901.7142857142857	
20	906.9285714285714	
