	dmso-wt	drug-wt
0	167.7709544711625	182.2847435948285
1	206.0105481795479	243.50397108598207
2	203.25897144202608	171.73600894152418
3	308.8297963037699	122.00130479486403
4	266.13937367635873	226.69766813627126
5	350.129413123532	232.17264977943216
6	234.18269041625717	260.6098457698564
7	245.67156201515692	286.0830201462065
8	422.0251017490616	238.40056499174764
9	189.61039510503016	316.2777149191451
10	224.75207882514815	299.433666792474
11	149.61671710872014	288.5741033104904
12	229.13654820987855	197.39694542574975
13	104.9097265513904	208.83352741243007
14	274.9212627035117	213.7045022745425
15	338.8153957035135	443.84707242745964
16	220.2125501634355	363.2166211795584
17	217.32491882656498	290.3584804865351
18	216.54805010708495	
19	401.47881277336876	
20	321.1639141317997	
