	dmso_wt	dmso_het
0	233.57142857142858	385.7142857142857
1	331.57142857142856	456.42857142857144
2	282.85714285714283	633.2142857142857
3	185.35714285714286	311.2142857142857
4	342.2142857142857	222.14285714285714
5	1035.5714285714287	378.2142857142857
6	179.0	413.35714285714283
7	250.85714285714286	819.7857142857143
8	270.57142857142856	1053.0714285714287
9	690.5714285714286	612.2857142857143
10	525.0	996.7857142857143
11	421.64285714285717	269.42857142857144
12	1023.5	950.3571428571429
13	236.57142857142858	404.64285714285717
14	335.35714285714283	
