	dmso	dmso
0	9.766666666666667	32.583333333333336
1	12.05	19.583333333333332
2	8.633333333333333	24.8
3	10.033333333333333	20.85
4	24.416666666666668	57.85
5	26.133333333333333	32.15
6	13.983333333333333	50.4
7	10.15	16.716666666666665
8	10.566666666666666	59.93333333333333
9	5.683333333333334	31.383333333333333
10	4.9	44.75
11	14.766666666666667	124.25
12	9.933333333333334	44.71666666666667
13	15.2	26.85
14	7.3	34.8
15	13.433333333333334	30.333333333333332
16	62.56666666666667	29.783333333333335
17	34.833333333333336	64.76666666666667
18	22.033333333333335	27.05
19	12.95	25.016666666666666
20	26.8	60.43333333333333
21	25.35	
22	13.4	
23	10.433333333333334	
24	15.1	
