	dmso	dmso
0	1.0066666666666666	3.255
1	1.2233333333333334	1.97
2	0.8683333333333333	2.4983333333333335
3	0.9983333333333333	2.1
4	2.441666666666667	5.801666666666667
5	2.6216666666666666	3.2683333333333335
6	1.3983333333333334	5.098333333333334
7	1.0133333333333334	1.9133333333333333
8	1.0633333333333332	6.04
9	0.5833333333333334	3.138333333333333
10	0.485	4.596666666666667
11	1.495	12.45
12	1.0033333333333334	4.496666666666667
13	1.5266666666666666	2.683333333333333
14	0.7433333333333333	3.5083333333333333
15	1.4483333333333333	3.0883333333333334
16	6.243333333333333	3.0183333333333335
17	3.473333333333333	6.551666666666667
18	2.2266666666666666	2.705
19	1.2983333333333333	2.45
20	2.685	6.078333333333333
21	2.5416666666666665	
22	1.2633333333333334	
23	1.0716666666666668	
24	1.5416666666666667	
