	dmso	dmso
0	72.3	11.5
1	15.7	226.3
2	242.7	175.9
3	185.8	98.7
4	111.3	59.7
5	113.7	55.2
6	31.2	100.3
7	45.2	169.7
8	68.4	106.3
9	134.7	90.3
10	156.5	125.7
11	134.5	136.6
12	309.2	62.5
13	178.9	149.4
14	375.5	
