	dmso-het	drug-het
0	1894.7857142857142	1291.7142857142858
1	1901.857142857143	1561.5
2	2119.6428571428573	635.6428571428571
3	882.6428571428571	1704.7857142857142
4	2472.1428571428573	978.5714285714286
5	2285.4285714285716	902.9285714285714
6	1317.2857142857142	2168.4285714285716
7	2493.785714285714	848.0714285714286
8	968.5714285714286	936.4285714285714
9	2759.8571428571427	1354.2857142857142
10	3080.285714285714	734.0
11	2178.785714285714	1771.0
12	2182.4285714285716	1276.2857142857142
13		1449.357142857143
14		667.2142857142857
15		1056.5
