	dmso-het	drug-het
0	1.3117989158964025	1.1419435806963734
1	1.230731715990017	1.1239360669288483
2	1.5575828776695422	1.1718890385381426
3	1.3592559231238084	1.2752671155351827
4	1.419738365851356	1.429526105890524
5	1.4293837204769138	1.3067369556751094
6	1.2389672518676835	1.356385609543125
7	1.416033878189652	1.3965303833367848
8	1.3801046911267678	1.5915613617220323
9	1.421575701560227	1.3073237801247286
10	1.4118060215826436	1.2573473640546238
11	2.365951066693303	1.5437446196423816
12	1.5990694075882317	1.4829686410270826
13		1.5342867840739687
14		1.4039459268080714
15		1.2832941060786514
