	dmso-wt	drug-wt
0	0.6585307932788221	0.16230332070179979
1	0.3714629348616632	0.6189691858107153
2	0.3598280329831472	0.15277951383764257
3	0.6870004867024732	0.7542031826661313
4	0.43832208863770883	0.7098409433355825
5	0.5626826653841539	0.5629063939559137
6	0.41283509082126085	0.25143460720314603
7	0.5454743335063765	0.2525464598341619
8	0.3856250687137376	0.29813669908790474
9	0.46893144886108196	0.42271453669803954
10		0.979884750249262
11		0.670608768139653
12		0.6780317734000308
13		0.43385109890586004
