	dmso-het	dmso-mut
0	194.7	183.5
1	251.6	591.5
2	566.2	234.2
3	173.5	177.1
4	291.7	600.4
5	261.8	127.6
6	50.1	419.2
7	70.2	434.9
8	374.6	58.7
9	47.6	118.1
10	163.5	
11	269.1	
12	167.4	
13	281.1	
14	2253.1	
15	286.8	
16	92.5	
17	97.6	
18	75.6	
19	410.1	
20	103.4	
21	40.2	
22	83.2	
23	337.3	
24	125.2	
25	128.4	
26	155.0	
27	140.2	
28	255.7	
29	362.6	
30	391.9	
31	97.4	
32	284.8	
33	349.4	
34	348.6	
