	dmso-het	dmso-mut
0	50.3	712.0
1	95.1	1092.2
2	70.7	212.9
3	261.9	371.5
4	248.9	40.1
5	296.3	986.1
6	193.6	323.8
7	371.1	779.0
8	899.6	289.8
9	692.1	0.0
10	319.4	263.1
11	793.3	704.5
12	472.0	
13	976.4	
14	795.0	
15	232.2	
16	489.2	
17	228.7	
18	175.7	
19	456.9	
20	1567.2	
21	741.0	
22	270.3	
23	332.7	
24	138.9	
25	517.6	
