	dmso-het	dmso-mut
0	68.1547619047619	469.7261904761905
1	195.1904761904762	244.25
2	87.75	160.5952380952381
3	102.92857142857143	215.66666666666666
4	155.41666666666666	14.178571428571429
5	108.70238095238095	66.19047619047619
6	147.5595238095238	343.25
7	141.10714285714286	240.13095238095238
8	232.57142857142858	361.2261904761905
9	75.63095238095238	0.0
10	91.47619047619048	170.89285714285714
11	145.16666666666666	527.1190476190476
12	100.16666666666667	
13	179.48809523809524	
14	243.17857142857142	
15	236.47619047619048	
16	119.67857142857143	
17	75.33333333333333	
18	89.71428571428571	
19	92.19047619047619	
20	295.8452380952381	
21	187.97619047619048	
22	37.54761904761905	
23	413.9047619047619	
24	114.54761904761905	
25	249.78571428571428	
