	dmso_wt	dmso_het
0	11.402380952380952	12.992857142857142
1	10.844047619047618	13.471428571428572
2	12.223809523809523	10.866666666666667
3	20.163095238095238	22.87142857142857
4	24.042857142857144	22.87142857142857
5	5.3428571428571425	19.627380952380953
6	17.2	24.220238095238095
7	17.2	11.269047619047619
8	5.1571428571428575	27.776190476190475
9	16.854761904761904	21.448809523809523
10		28.36547619047619
11		18.929761904761904
12		35.36785714285714
13		18.591666666666665
14		37.1
15		27.297619047619047
16		13.55
