	dmso	drug
0	382.35714285714283	158.78571428571428
1	1163.2857142857142	934.4285714285714
2	420.2857142857143	436.7142857142857
3	573.4285714285714	1538.857142857143
4	135.42857142857142	153.14285714285714
5	776.7142857142857	1716.857142857143
6	548.2857142857143	247.64285714285714
7	592.0	338.7857142857143
8	1561.5714285714287	388.2142857142857
9	2989.6428571428573	608.2142857142857
10	430.14285714285717	585.6428571428571
11	1103.5	352.0
12	757.7857142857143	231.57142857142858
13	1295.142857142857	463.92857142857144
14	494.2857142857143	
