	dmso	drug
0	3.683333333333333	18.316666666666666
1	5.2	21.2
2	13.15	49.78333333333333
3	8.75	50.416666666666664
4	6.2	51.45
5	2.1166666666666667	42.016666666666666
6	8.733333333333333	41.4
7	8.016666666666667	70.6
8	19.633333333333333	36.06666666666667
9	12.25	74.8
10	28.85	34.68333333333333
11	15.0	41.233333333333334
12	36.333333333333336	
13	8.483333333333333	
14	7.2	
15	9.9	
16	9.016666666666667	
17	12.816666666666666	
18	16.433333333333334	
19	15.333333333333334	
20	12.75	
21	19.666666666666668	
