	dmso	drug
0	93.57142857142857	216.64285714285714
1	220.85714285714286	304.7857142857143
2	185.85714285714286	267.07142857142856
3	249.92857142857142	372.0
4	531.2142857142857	176.57142857142858
5	138.28571428571428	367.5
6	105.21428571428571	401.85714285714283
7	151.71428571428572	978.5714285714286
8	270.2142857142857	590.6428571428571
9	177.85714285714286	1297.5
10	463.42857142857144	1189.0714285714287
11	135.28571428571428	970.4285714285714
12	942.0714285714286	
13	308.85714285714283	
14	590.5714285714286	
15	365.0	
16	308.64285714285717	
17	693.6428571428571	
18	551.5714285714286	
19	774.6428571428571	
20	312.7857142857143	
21	1050.5	
