	dmso-het	drug-het
0	1.1538836236588308	1.0432474423008489
1	1.122458843222869	1.052498559786589
2	1.3027315056610065	1.0833910396185744
3	1.2211497343269766	1.15073222940433
4	1.2446512764536046	1.1100493309186876
5	1.2806891714711193	1.1210299503322048
6	1.277877766975602	1.196115484699935
7	1.2836506799891578	1.2901182853927178
8	1.2036699955153745	1.2888565880450102
9	1.3763025884436921	1.1390607528067274
10	1.399481756309922	1.2466401774201719
11	1.7171985546246942	1.3806381557712186
12	1.3547849322076575	1.2259443089258735
13		1.4416467955351582
14		1.4219944112113816
15		1.3175447416711923
