	dmso-het	drug-het
0	3553.597411739333	7018.3021574232
1	5110.7169078496145	6667.141484640355
2	4058.7665656470513	5474.741306236434
3	7847.87181840931	6001.248378970873
4	7840.283618019367	3959.988077615687
5	5586.654165662402	3040.276984102437
6	22583.893364111755	9032.664815784283
7	9178.163083914804	7626.490273198883
8	4886.470912176956	3682.513273241486
9	3201.710954826273	19650.052463938995
10	2734.825177798761	7765.036257116809
11	3536.527591465084	9445.12165027577
12		4332.430930332036
13		7736.764542765246
14		6374.882672482396
15		5929.339942693153
16		5569.923203352583
17		5476.0631754345695
18		6759.591409050146
