	dmso-het	drug-het
0	157.01849559321371	155.30292151767284
1	156.18693918504874	165.31082226658418
2	237.45046544563988	149.09700768096
3	196.17834260375432	153.51124619242802
4	171.73607010810792	159.48000473005672
5	186.78427965042346	173.88205005008462
6	175.27625667288535	232.04209346055399
7	184.20440313738192	166.3764341915855
8	237.15640696916006	172.7611549394096
9	183.68607138767842	214.51573006265093
10	180.2288674002988	189.29183058782738
11	169.8786269607802	236.03219755151594
12		164.23977545359003
13		216.37300793002618
14		164.18647107138756
15		171.03103487493178
16		156.73198405313687
17		158.99902620158238
18		172.10935645395014
