	dmso-wt	drug-wt
0	151.83404875822586	140.0644440746917
1	149.20498835364316	137.75717972900597
2	166.27799416143574	186.03037070858448
3	166.49211657124113	149.85650596508071
4	220.29373015069544	164.73360524758075
5	189.00217650698363	162.0974105497226
6	189.81944043190478	179.3255198291195
7	151.53318847390733	184.2038796833221
8	159.30998741047702	157.51392927382162
9	221.43064758743358	172.06476019053287
10	174.00259257586083	201.4786875913747
11	166.492714422769	
12	172.1109770280636	
13	164.86689253914705	
