	dmso-wt	drug-wt
0	205.2319214965915	177.70239705420548
1	180.77111580384738	163.70968230944894
2	207.22742792577793	218.42608045078472
3	198.47827143485037	187.70609815246928
4	177.7500938988767	172.21265884114254
5	177.82554443282405	187.55903474959305
6	218.89368224495516	185.72208858731807
7	170.2930537125508	201.7878481040628
8	210.41577591888702	200.45394438301
9	222.84565174990286	193.23435652047482
10	197.0857522265192	185.32305638423816
11	186.91595948979176	
12	175.32246683377298	
13	195.87966819416522	
