	dmso	drug
0	106.87467362924282	24.30809399477807
1	44.76762402088773	71.96083550913838
2	59.27937336814622	51.117493472584854
3	92.80939947780679	147.56135770234988
4	118.98433420365535	91.56657963446476
5	67.17232375979113	89.13838120104438
6	148.76240208877286	84.0313315926893
7	214.82506527415143	165.43864229765012
8	178.30548302872063	93.39686684073106
9	106.74151436031332	294.6788511749347
10	96.68929503916449	96.7597911227154
11	103.9373368146214	156.13315926892952
12	43.822454308093995	165.19321148825065
13	91.00783289817232	0.005221932114882507
14		182.38120104438642
15		149.05483028720627
