	dmso	drug
0	590.8571428571429	156.14285714285714
1	309.14285714285717	727.4285714285714
2	750.2142857142857	327.57142857142856
3	1199.357142857143	1470.857142857143
4	893.3571428571429	787.4285714285714
5	804.6428571428571	658.2857142857143
6	1226.142857142857	609.2142857142857
7	799.7142857142857	1486.4285714285713
8	1692.2142857142858	919.5714285714286
9	1272.0	1575.5714285714287
10	973.2142857142857	1420.142857142857
11	455.7857142857143	1370.642857142857
12	366.0	1691.5714285714287
13	1622.4285714285713	0.14285714285714285
14		1605.7142857142858
15		1425.642857142857
