	dmso-mut	drug-mut
0	178.76685272625656	131.2362519538717
1	183.24051227507397	110.52560743366449
2	183.35728298558737	128.7300095495684
3	229.57310939776602	176.20943594487446
4	328.5972898316265	224.1131345754452
5	297.06296408653736	171.23192958041605
6	296.322212221996	188.56413493382547
7	379.3558785143562	187.573988543017
8	344.49552515372613	174.32838546436759
9	351.12829380381413	182.05080477774516
10	349.7582065673317	141.81583719623626
11	322.46831237730146	147.0335809908308
12	432.8820499309503	124.66818242630869
13	329.89125092148754	
14	327.98613658435954	
