	dmso-mut	drug-mut
0	85491.44875505342	1608.463481776568
1	51889.11324186538	2809.2770333058365
2	22996.689612123344	1250.6234235664128
3	171149.03295001425	19846.63483269399
4	176499.5486675249	1229.090383520685
5	22265.254937664424	2642.204018823442
6	93023.14263784183	332.1631426284069
7	53955.58830956107	1005.8763591233692
8	15151.55157740803	430.30092802178876
9	35643.46860507548	1178.2870137682269
10	16565.002281081015	2621.423088872607
11	35805.91861459626	1898.5267824125806
12	162653.70083310848	762.8368671705811
13	44597.4424598139	
14	52838.81695225301	
