	dmso-het	drug-het
0	62.245098039215684	103.68627450980392
1	39.40686274509804	59.96078431372549
2	117.82352941176471	126.8578431372549
3	88.6470588235294	150.48039215686273
4	75.48529411764706	81.46078431372548
5	145.67156862745097	31.931372549019606
6	80.09803921568627	88.75490196078431
7	129.05882352941177	117.72549019607843
8	64.54901960784314	67.69607843137256
9	145.6421568627451	63.07843137254902
10	135.02450980392157	50.46568627450981
11	83.00490196078431	16.40686274509804
12	180.92156862745097	57.8921568627451
13	122.61764705882354	109.00490196078431
14	533.1274509803922	151.29901960784315
15	55.877450980392155	144.88235294117646
16	133.86764705882354	109.43627450980392
17	62.029411764705884	207.10294117647058
18	45.455882352941174	76.43137254901961
19	110.76960784313725	40.254901960784316
20	50.13725490196079	147.0
21	146.2107843137255	129.7892156862745
22	91.51960784313725	213.11764705882354
23	91.80882352941177	145.02941176470588
24		113.01960784313725
25		124.15686274509804
26		63.94117647058823
27		119.97549019607843
