	dmso-het	dmso-mut
0	192.74412532637075	108.53524804177546
1	128.73629242819842	76.57963446475196
2	64.17232375979113	142.13838120104438
3	162.8041775456919	80.1070496083551
4	59.532637075718014	604.9007832898172
5	82.21409921671018	149.0365535248042
6	24.626631853785902	470.7467362924282
7	94.8981723237598	102.05221932114883
8	185.8355091383812	84.15926892950391
9	69.64229765013054	98.39425587467363
10	45.007832898172325	
11	101.8668407310705	
12	58.221932114882506	
13	412.1644908616188	
14	332.1958224543081	
15	180.86945169712794	
16	58.12532637075718	
17	379.3289817232376	
18	100.37859007832898	
19	324.76501305483026	
20	222.66579634464753	
21	70.27415143603133	
22	128.54569190600523	
23	202.24281984334203	
24	174.16187989556136	
25	213.93211488250654	
26	118.97650130548303	
27	105.2219321148825	
28	195.78328981723237	
29	129.52741514360312	
30	75.54308093994779	
31	114.93994778067885	
32	196.3028720626632	
33	79.38642297650131	
34	91.44125326370757	
