	dmso-wt	drug-wt
0	1209.142857142857	1414.7142857142858
1	1029.7857142857142	641.4285714285714
2	639.0	691.0
3	499.0	795.0
4	709.2857142857143	1954.9285714285713
5	277.35714285714283	951.3571428571429
6	113.85714285714286	914.0714285714286
7	1271.857142857143	1254.7142857142858
8	906.9285714285714	250.5
9	561.7857142857143	424.57142857142856
10	446.5	661.4285714285714
11	1282.5714285714287	488.64285714285717
12	504.5	621.8571428571429
13	839.9285714285714	842.4285714285714
14	725.0714285714286	
15	1188.857142857143	
