	dmso-wt	drug-wt
0	5.214285714285714	6.071428571428571
1	8.357142857142858	5.357142857142857
2	6.785714285714286	5.642857142857143
3	5.785714285714286	4.928571428571429
4	8.928571428571429	3.2857142857142856
5	8.571428571428571	4.0
6	9.5	8.714285714285714
7	8.5	4.857142857142857
8	7.071428571428571	3.2142857142857144
9	14.071428571428571	8.428571428571429
10	9.071428571428571	6.785714285714286
11	5.142857142857143	7.5
12	9.785714285714286	7.571428571428571
13	11.071428571428571	9.642857142857142
14	7.0	8.285714285714286
15	6.5	3.7142857142857144
16		7.142857142857143
17		10.285714285714286
