	dmso-wt	drug-wt
0	0.6666666666666666	1.35
1	1.85	2.8333333333333335
2	0.9833333333333333	1.5166666666666666
3	1.0666666666666667	1.6
4	1.0833333333333333	1.3666666666666667
5	2.566666666666667	1.1833333333333333
6	2.4	0.95
7	1.2666666666666666	1.5833333333333333
8	1.9333333333333333	2.2666666666666666
9	2.966666666666667	0.7333333333333333
10	1.9166666666666667	1.9833333333333334
11	1.9166666666666667	1.5
12	1.4833333333333334	3.033333333333333
13	1.9666666666666666	2.4166666666666665
14	2.3	
15	2.1	
