	dmso-wt	drug-wt
0	1.2385040167370955	1.0146709815278536
1	0.946345665491453	0.9640488368759801
2	1.0637633036060004	1.1608630120093195
3	0.96051066056147	1.0351508671110543
4	1.3947854913375097	1.20992451298393
5	1.3151568206080013	1.034967969021548
6	1.2271273165036354	1.1066375317123411
7	1.5313787104951373	1.1435113755466693
8	1.660019281347884	1.1861114772754964
9	1.5269429209591983	1.1399014967529317
10	1.377239188023927	1.1802680016005882
11	1.6861365431616642	1.3134272838514136
12	1.3321318965615452	1.133992312094981
13	1.4797931894730367	1.1799506993669577
14	1.3663057134304086	1.4538100631178263
15	1.3295063891421781	1.6678989661865342
16		1.1825389758874993
17		1.7961072269867218
