	dmso-mut	drug-mut
0	16461.92368307226	32274.18349962448
1	16587.508316252482	38198.98049473731
2	40705.38381112109	97712.96339281698
3	346640.1779442591	85987.37721595452
4	62893.86399888726	18972.708464695213
5	74849.6375164504	102767.9084156963
6	191580.4877235947	80170.39953681675
7	21062.602684038884	16218.100407482845
8	11363.009377409302	32384.444241368783
9	18652.049149872208	295188.2559262474
10	6188.276165621929	65951.1131007133
11	42735.84752097804	11661.775464095535
12	10619.4870291589	55033.034615794735
13	31523.50405211135	20757.46032910973
14	13286.234005376618	39896.249850826425
15	5640.760921891816	
